"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-01-18"
"Position","Track Name","Artist","Streams","URL","2019-01-18"
"1","7 rings","Ariana Grande","8554577","https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF","2019-01-18"
"2","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","5033261","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-01-18"
"3","Wow.","Post Malone","4540612","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-01-18"
"4","thank u, next","Ariana Grande","4305111","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2019-01-18"
"5","Without Me","Halsey","4103411","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-01-18"
"6","Calma - Remix","Pedro Capó","3526652","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-01-18"
"7","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","3324020","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-01-18"
"8","Sweet but Psycho","Ava Max","3242215","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-01-18"
"9","Dancing With A Stranger (with Normani)","Sam Smith","3150757","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-01-18"
"10","MIA (feat. Drake)","Bad Bunny","3008420","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-01-18"
"11","High Hopes","Panic! At The Disco","2907666","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-01-18"
"12","Happier","Marshmello","2754462","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-01-18"
"13","SICKO MODE","Travis Scott","2733192","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2019-01-18"
"14","Going Bad (feat. Drake)","Meek Mill","2683215","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-01-18"
"15","Adan y Eva","Paulo Londra","2630443","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2019-01-18"
"16","Lost in the Fire","Gesaffelstein","2600976","https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG","2019-01-18"
"17","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2481321","https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z","2019-01-18"
"18","Shallow","Lady Gaga","2445818","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-01-18"
"19","Mo Bamba","Sheck Wes","2107624","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2019-01-18"
"20","Eastside (with Halsey & Khalid)","benny blanco","2107417","https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU","2019-01-18"
"21","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","2096942","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2019-01-18"
"22","Secreto","Anuel Aa","2092463","https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0","2019-01-18"
"23","Saturday Nights","Khalid","2066760","https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8","2019-01-18"
"24","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","2060406","https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA","2019-01-18"
"25","Look Back At It","A Boogie Wit da Hoodie","2025277","https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8","2019-01-18"
"26","Giant (with Rag'n'Bone Man)","Calvin Harris","2021528","https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd","2019-01-18"
"27","First Off (feat. Travis Scott)","Future","1943504","https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG","2019-01-18"
"28","when the party's over","Billie Eilish","1906380","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2019-01-18"
