"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-04-29"
"Position","Track Name","Artist","Streams","URL","2019-04-29"
"1","bad guy","Billie Eilish","5556840","https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m","2019-04-29"
"2","ME! (feat. Brendon Urie of Panic! At The Disco)","Taylor Swift","4637839","https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh","2019-04-29"
"3","Old Town Road - Remix","Lil Nas X","4340123","https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7","2019-04-29"
"4","Old Town Road","Lil Nas X","3346178","https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O","2019-04-29"
"5","SOS","Avicii","3172076","https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP","2019-04-29"
"6","Con Calma","Daddy Yankee","2911368","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-04-29"
"7","7 rings","Ariana Grande","2782832","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-04-29"
"8","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2763614","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-04-29"
"9","Boy With Luv (feat. Halsey)","BTS","2743542","https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c","2019-04-29"
"10","Talk","Khalid","2642735","https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq","2019-04-29"
"11","Sucker","Jonas Brothers","2586728","https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO","2019-04-29"
"12","bury a friend","Billie Eilish","2335596","https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF","2019-04-29"
"13","Shallow","Lady Gaga","2239853","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-04-29"
"14","Wow.","Post Malone","2156177","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-04-29"
"15","Don't Call Me Up","Mabel","2144465","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","2019-04-29"
"16","when the party's over","Billie Eilish","1988902","https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I","2019-04-29"
"17","Kill This Love","BLACKPINK","1987196","https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn","2019-04-29"
"18","wish you were gay","Billie Eilish","1906528","https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD","2019-04-29"
"19","Pa Mí - Remix","Dalex","1906498","https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH","2019-04-29"
"20","HP","Maluma","1849725","https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW","2019-04-29"
"21","Here With Me","Marshmello","1817150","https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac","2019-04-29"
"22","Sweet but Psycho","Ava Max","1813211","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-04-29"
"23","Calma - Remix","Pedro Capó","1784809","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-04-29"
"24","Dancing With A Stranger (with Normani)","Sam Smith","1752476","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-04-29"
"25","Happier","Marshmello","1732749","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-04-29"
"26","Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","1713302","https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6","2019-04-29"
"27","Verte Ir","DJ Luian","1712078","https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR","2019-04-29"
"28","Without Me","Halsey","1662937","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-04-29"
"29","i'm so tired...","Lauv","1658143","https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI","2019-04-29"
"30","Te Robaré","Nicky Jam","1604633","https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw","2019-04-29"
"31","Earth","Lil Dicky","1579169","https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO","2019-04-29"
"32","MIDDLE CHILD","J. Cole","1577571","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","2019-04-29"
"33","thank u, next","Ariana Grande","1573985","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-04-29"
"34","Con Altura","ROSALÍA","1571287","https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM","2019-04-29"
"35","lovely","Billie Eilish","1570224","https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf","2019-04-29"
"36","Tal Vez","Paulo Londra","1542536","https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0","2019-04-29"
"37","On My Way","Alan Walker","1531742","https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq","2019-04-29"
"38","break up with your girlfriend, i'm bored","Ariana Grande","1529159","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-04-29"
