"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-04-22"
"Position","Track Name","Artist","Streams","URL","2019-04-22"
"1","bad guy","Billie Eilish","5631743","https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m","2019-04-22"
"2","Old Town Road - Remix","Lil Nas X","4508995","https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7","2019-04-22"
"3","Old Town Road","Lil Nas X","3577024","https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O","2019-04-22"
"4","SOS","Avicii","3238201","https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP","2019-04-22"
"5","Con Calma","Daddy Yankee","3230569","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-04-22"
"6","7 rings","Ariana Grande","3077656","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-04-22"
"7","Boy With Luv (feat. Halsey)","BTS","3070973","https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c","2019-04-22"
"8","Sucker","Jonas Brothers","2984715","https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO","2019-04-22"
"9","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2977844","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-04-22"
"10","Talk","Khalid","2612808","https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq","2019-04-22"
"11","bury a friend","Billie Eilish","2539963","https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF","2019-04-22"
"12","Shallow","Lady Gaga","2393185","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-04-22"
"13","Wow.","Post Malone","2287278","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-04-22"
"14","Don't Call Me Up","Mabel","2266621","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","2019-04-22"
"15","Kill This Love","BLACKPINK","2190365","https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn","2019-04-22"
"16","wish you were gay","Billie Eilish","2082610","https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD","2019-04-22"
"17","when the party's over","Billie Eilish","2053178","https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I","2019-04-22"
"18","Pa Mí - Remix","Dalex","2015386","https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH","2019-04-22"
"19","Here With Me","Marshmello","2001889","https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac","2019-04-22"
