"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-04-02"
"Position","Track Name","Artist","Streams","URL","2019-04-02"
"1","bad guy","Billie Eilish","7217432","https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m","2019-04-02"
"2","wish you were gay","Billie Eilish","3980957","https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD","2019-04-02"
"3","Con Calma","Daddy Yankee","3904103","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-04-02"
"4","bury a friend","Billie Eilish","3815049","https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF","2019-04-02"
"5","7 rings","Ariana Grande","3787963","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-04-02"
"6","Sucker","Jonas Brothers","3412119","https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO","2019-04-02"
"7","Old Town Road","Lil Nas X","3235996","https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O","2019-04-02"
"8","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3207477","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-04-02"
"9","when the party's over","Billie Eilish","3127879","https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I","2019-04-02"
"10","Wow.","Post Malone","2985960","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-04-02"
"11","Shallow","Lady Gaga","2851764","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-04-02"
"12","all the good girls go to hell","Billie Eilish","2787106","https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx","2019-04-02"
"13","xanny","Billie Eilish","2696335","https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY","2019-04-02"
"14","break up with your girlfriend, i'm bored","Ariana Grande","2693386","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-04-02"
"15","you should see me in a crown","Billie Eilish","2553730","https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d","2019-04-02"
"16","my strange addiction","Billie Eilish","2510189","https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK","2019-04-02"
"17","Don't Call Me Up","Mabel","2415434","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","2019-04-02"
"18","Dancing With A Stranger (with Normani)","Sam Smith","2341121","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-04-02"
"19","MONOPOLY (with Victoria Monét)","Ariana Grande","2258634","https://open.spotify.com/track/6tsOcBnaKgzK22yEiqRh8P","2019-04-02"
"20","Calma - Remix","Pedro Capó","2202663","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-04-02"
"21","Sweet but Psycho","Ava Max","2166933","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-04-02"
"22","Here With Me","Marshmello","2137302","https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac","2019-04-02"
"23","Pa Mí - Remix","Dalex","2115411","https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH","2019-04-02"
"24","Baila Baila Baila","Ozuna","2103582","https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG","2019-04-02"
"25","MIDDLE CHILD","J. Cole","2092311","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","2019-04-02"
"26","Happier","Marshmello","2091951","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-04-02"
"27","i love you","Billie Eilish","2086772","https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc","2019-04-02"
"28","ilomilo","Billie Eilish","2068783","https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD","2019-04-02"
"29","HP","Maluma","2061602","https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW","2019-04-02"
"30","Without Me","Halsey","2044451","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-04-02"
"31","i'm so tired...","Lauv","2000187","https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI","2019-04-02"
"32","Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","1992103","https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6","2019-04-02"
"33","Secreto","Anuel Aa","1970934","https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0","2019-04-02"
"34","thank u, next","Ariana Grande","1948898","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-04-02"
"35","Let Me Down Slowly","Alec Benjamin","1946635","https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d","2019-04-02"
"36","Talk","Khalid","1891607","https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM","2019-04-02"
"37","listen before i go","Billie Eilish","1886925","https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE","2019-04-02"
"38","Going Bad (feat. Drake)","Meek Mill","1838984","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-04-02"
"39","Giant (with Rag'n'Bone Man)","Calvin Harris","1755691","https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd","2019-04-02"
"40","Murder On My Mind","YNW Melly","1746350","https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC","2019-04-02"
"41","Con Altura","ROSALÍA","1725747","https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM","2019-04-02"
"42","8","Billie Eilish","1723744","https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r","2019-04-02"
"43","High Hopes","Panic! At The Disco","1658967","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-04-02"
"44","lovely","Billie Eilish","1549690","https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf","2019-04-02"
"45","Pure Water (with Migos)","Mustard","1547257","https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp","2019-04-02"
"46","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","1531740","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-04-02"
"47","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco","1505691","https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt","2019-04-02"
"48","My Bad","Khalid","1498297","https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5","2019-04-02"
"49","MIA (feat. Drake)","Bad Bunny","1476525","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-04-02"
