"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-02-10"
"Position","Track Name","Artist","Streams","URL","2019-02-10"
"1","7 rings","Ariana Grande","8142754","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-02-10"
"2","break up with your girlfriend, i'm bored","Ariana Grande","6894441","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-02-10"
"3","thank u, next","Ariana Grande","4588388","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-02-10"
"4","needy","Ariana Grande","3790623","https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ","2019-02-10"
"5","NASA","Ariana Grande","3758430","https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq","2019-02-10"
"6","bloodline","Ariana Grande","3728589","https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX","2019-02-10"
"7","bad idea","Ariana Grande","3584559","https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg","2019-02-10"
"8","bury a friend","Billie Eilish","3582366","https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP","2019-02-10"
"9","Wow.","Post Malone","3546670","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-02-10"
"10","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3405633","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-02-10"
"11","fake smile","Ariana Grande","3213908","https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ","2019-02-10"
"12","Happier","Marshmello","3162574","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-02-10"
"13","ghostin","Ariana Grande","3001988","https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB","2019-02-10"
"14","imagine","Ariana Grande","3000321","https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow","2019-02-10"
"15","Without Me","Halsey","2937103","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-02-10"
"16","Calma - Remix","Pedro Capó","2747478","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-02-10"
"17","in my head","Ariana Grande","2605183","https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw","2019-02-10"
"18","Sweet but Psycho","Ava Max","2587534","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-02-10"
"19","Dancing With A Stranger (with Normani)","Sam Smith","2503434","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-02-10"
