"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-01-25"
"Position","Track Name","Artist","Streams","URL","2017-01-25"
"1","Shape of You","Ed Sheeran","7259975","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-01-25"
"2","Paris","The Chainsmokers","4073319","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-01-25"
"3","Castle on the Hill","Ed Sheeran","3590988","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-01-25"
"4","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","3374636","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-01-25"
"5","Starboy","The Weeknd","3238092","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-01-25"
"6","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","3195206","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-01-25"
"7","Say You Won't Let Go","James Arthur","2775738","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-01-25"
"8","Closer","The Chainsmokers","2738403","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-01-25"
"9","I Feel It Coming","The Weeknd","2619488","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-01-25"
"10","Don't Wanna Know","Maroon 5","2535018","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-01-25"
"11","Despacito (Featuring Daddy Yankee)","Luis Fonsi","2521309","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-01-25"
"12","Call On Me - Ryan Riback Extended Remix","Starley","2345757","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-01-25"
"13","Bad and Boujee (feat. Lil Uzi Vert)","Migos","2315342","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-01-25"
"14","Fake Love","Drake","2310537","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-01-25"
"15","Chantaje (feat. Maluma)","Shakira","2190712","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-01-25"
"16","Just Hold On","Steve Aoki","2180975","https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR","2017-01-25"
"17","Let Me Love You","DJ Snake","2175139","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-01-25"
"18","Bad Things (with Camila Cabello)","Machine Gun Kelly","2119487","https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj","2017-01-25"
"19","24K Magic","Bruno Mars","2039176","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P","2017-01-25"
"20","How Far I'll Go - From ""Moana""","Alessia Cara","1832193","https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN","2017-01-25"
"21","Side To Side","Ariana Grande","1723705","https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz","2017-01-25"
"22","One Dance","Drake","1712725","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2017-01-25"
"23","All Night","The Vamps","1702438","https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW","2017-01-25"
"24","Cold Water (feat. Justin Bieber & MØ)","Major Lazer","1696186","https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p","2017-01-25"
"25","Black Beatles","Rae Sremmurd","1642350","https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo","2017-01-25"
"26","Mercy","Shawn Mendes","1637695","https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a","2017-01-25"
