"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-12-29"
"Position","Track Name","Artist","Streams","URL","2018-12-29"
"1","thank u, next","Ariana Grande","4327612","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2018-12-29"
"2","Wow.","Post Malone","4161781","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2018-12-29"
"3","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3868678","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2018-12-29"
"4","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","3494637","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-12-29"
"5","Without Me","Halsey","3200721","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-12-29"
"6","MIA (feat. Drake)","Bad Bunny","2954708","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-12-29"
"7","SICKO MODE","Travis Scott","2641523","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-12-29"
"8","Sweet but Psycho","Ava Max","2629960","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2018-12-29"
"9","Happier","Marshmello","2503024","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-12-29"
"10","Adan y Eva","Paulo Londra","2483696","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2018-12-29"
"11","Calma - Remix","Pedro Capó","2453011","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2018-12-29"
"12","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2435764","https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z","2018-12-29"
"13","Going Bad (feat. Drake)","Meek Mill","2338472","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2018-12-29"
"14","Shallow","Lady Gaga","1952317","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-12-29"
"15","Mo Bamba","Sheck Wes","1900062","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-12-29"
"16","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1852062","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2018-12-29"
"17","High Hopes","Panic! At The Disco","1843419","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2018-12-29"
"18","imagine","Ariana Grande","1843090","https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F","2018-12-29"
"19","Eastside (with Halsey & Khalid)","benny blanco","1791241","https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU","2018-12-29"
"20","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","1763885","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2018-12-29"
"21","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","1750685","https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF","2018-12-29"
"22","Girls Like You (feat. Cardi B)","Maroon 5","1729439","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-12-29"
"23","Bohemian Rhapsody - Remastered 2011","Queen","1714682","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2018-12-29"
"24","Better Now","Post Malone","1695358","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-12-29"
"25","SAD!","XXXTENTACION","1688886","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-12-29"
"26","when the party's over","Billie Eilish","1688466","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2018-12-29"
"27","Lucid Dreams","Juice WRLD","1674017","https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR","2018-12-29"
"28","In My Mind","Dynoro","1616060","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-12-29"
"29","Better","Khalid","1602997","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2018-12-29"
"30","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1565994","https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA","2018-12-29"
"31","Ella Quiere Beber - Remix","Anuel Aa","1561211","https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq","2018-12-29"
"32","Solo de Mi","Bad Bunny","1506275","https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR","2018-12-29"
"33","Be Alright","Dean Lewis","1464880","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-12-29"
"34","I Like It","Cardi B","1462959","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-12-29"
"35","Moonlight","XXXTENTACION","1434127","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-12-29"
"36","Saturday Nights","Khalid","1426343","https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8","2018-12-29"
"37","Vaina Loca","Ozuna","1421345","https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA","2018-12-29"
"38","rockstar (feat. 21 Savage)","Post Malone","1420775","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-12-29"
"39","Leave Me Alone","Flipp Dinero","1411570","https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g","2018-12-29"
"40","Adictiva","Daddy Yankee","1398928","https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP","2018-12-29"
"41","monster","21 Savage","1383236","https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU","2018-12-29"
"42","Promises (with Sam Smith)","Calvin Harris","1370183","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-12-29"
"43","Wake Up in the Sky","Gucci Mane","1334295","https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud","2018-12-29"
"44","God's Plan","Drake","1325333","https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn","2018-12-29"
"45","whoa (mind in awe)","XXXTENTACION","1320192","https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa","2018-12-29"
"46","Bad Liar","Imagine Dragons","1301803","https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3","2018-12-29"
"47","Taste (feat. Offset)","Tyga","1299354","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-12-29"
"48","Ruin My Life","Zara Larsson","1280850","https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU","2018-12-29"
"49","a lot","21 Savage","1269796","https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d","2018-12-29"
"50","Youngblood","5 Seconds of Summer","1268251","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-12-29"
"51","In My Feelings","Drake","1228425","https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ","2018-12-29"
"52","BEBE (feat. Anuel Aa)","6ix9ine","1225852","https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn","2018-12-29"
"53","Look Back At It","A Boogie Wit da Hoodie","1219790","https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8","2018-12-29"
"54","Kiss and Make Up","Dua Lipa","1209764","https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3","2018-12-29"
"55","Desconocidos","Mau y Ricky","1197651","https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ","2018-12-29"
"56","lovely","Billie Eilish","1154060","https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf","2018-12-29"
"57","Money","Cardi B","1152938","https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e","2018-12-29"
"58","KIKA (feat. Tory Lanez)","6ix9ine","1149376","https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3","2018-12-29"
"59","Cuando Te Besé","Becky G","1136001","https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy","2018-12-29"
"60","Imposible","Luis Fonsi","1129300","https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm","2018-12-29"
"61","Nonstop","Drake","1123918","https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct","2018-12-29"
"62","Natural","Imagine Dragons","1102282","https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT","2018-12-29"
"63","BAD!","XXXTENTACION","1100473","https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ","2018-12-29"
"64","Shape of You","Ed Sheeran","1078466","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-12-29"
"65","Startender (feat. Offset and Tyga)","A Boogie Wit da Hoodie","1078277","https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb","2018-12-29"
