"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-02-18"
"Position","Track Name","Artist","Streams","URL","2017-02-18"
"1","Shape of You","Ed Sheeran","7855366","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-02-18"
"2","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","4459314","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-02-18"
"3","Despacito (Featuring Daddy Yankee)","Luis Fonsi","3984724","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-02-18"
"4","Paris","The Chainsmokers","3953587","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-02-18"
"5","It Ain't Me (with Selena Gomez)","Kygo","3530290","https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe","2017-02-18"
"6","Scared to Be Lonely","Martin Garrix","3290582","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH","2017-02-18"
"7","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","2922572","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-02-18"
"8","Castle on the Hill","Ed Sheeran","2900685","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-02-18"
"9","Chained To The Rhythm","Katy Perry","2885121","https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi","2017-02-18"
"10","I Feel It Coming","The Weeknd","2677954","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-02-18"
"11","Starboy","The Weeknd","2561166","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-02-18"
"12","Call On Me - Ryan Riback Extended Remix","Starley","2501563","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-02-18"
"13","Closer","The Chainsmokers","2433803","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-02-18"
"14","Say You Won't Let Go","James Arthur","2394377","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-02-18"
"15","Bad and Boujee (feat. Lil Uzi Vert)","Migos","2355656","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-02-18"
"16","Issues","Julia Michaels","2335683","https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt","2017-02-18"
"17","Chantaje (feat. Maluma)","Shakira","2105305","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-02-18"
"18","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer","2010523","https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ","2017-02-18"
"19","Just Hold On","Steve Aoki","1936712","https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR","2017-02-18"
"20","Bad Things (with Camila Cabello)","Machine Gun Kelly","1929299","https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj","2017-02-18"
"21","Don't Wanna Know","Maroon 5","1916200","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-02-18"
"22","How Far I'll Go - From ""Moana""","Alessia Cara","1889628","https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN","2017-02-18"
"23","Let Me Love You","DJ Snake","1791127","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-02-18"
"24","Fake Love","Drake","1788961","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-02-18"
"25","Solo Dance","Martin Jensen","1760990","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN","2017-02-18"
"26","24K Magic","Bruno Mars","1758180","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P","2017-02-18"
"27","That's What I Like","Bruno Mars","1748712","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-02-18"
"28","Weak","AJR","1719743","https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv","2017-02-18"
"29","Believer","Imagine Dragons","1672995","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-02-18"
"30","All Night","The Vamps","1662048","https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW","2017-02-18"
"31","Bounce Back","Big Sean","1632052","https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF","2017-02-18"
"32","Hear Me Now","Alok","1609627","https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON","2017-02-18"
"33","How Would You Feel (Paean)","Ed Sheeran","1608347","https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN","2017-02-18"
"34","All Time Low","Jon Bellion","1607126","https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m","2017-02-18"
"35","One Dance","Drake","1581007","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2017-02-18"
"36","El Amante","Nicky Jam","1578842","https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs","2017-02-18"
"37","Reggaetón Lento (Bailemos)","CNCO","1527338","https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo","2017-02-18"
"38","iSpy (feat. Lil Yachty)","KYLE","1458141","https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL","2017-02-18"
"39","Shed a Light","Robin Schulz","1412102","https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY","2017-02-18"
"40","Cold Water (feat. Justin Bieber & MØ)","Major Lazer","1357233","https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p","2017-02-18"
"41","In the Name of Love","Martin Garrix","1350568","https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L","2017-02-18"
"42","Now and Later","Sage The Gemini","1348081","https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd","2017-02-18"
"43","Don't Leave","Snakehips","1324661","https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92","2017-02-18"
"44","Side To Side","Ariana Grande","1299659","https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz","2017-02-18"
"45","Black Beatles","Rae Sremmurd","1279664","https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo","2017-02-18"
"46","Cold","Maroon 5","1269558","https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k","2017-02-18"
"47","I Would Like","Zara Larsson","1264343","https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6","2017-02-18"
"48","My Way","Calvin Harris","1235159","https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm","2017-02-18"
"49","Congratulations","Post Malone","1207962","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-02-18"
"50","T-Shirt","Migos","1193803","https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7","2017-02-18"
"51","Starving","Hailee Steinfeld","1104148","https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe","2017-02-18"
"52","You Don't Know Me - Radio Edit","Jax Jones","1082662","https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY","2017-02-18"
"53","Otra vez (feat. J Balvin)","Zion & Lennox","1079148","https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq","2017-02-18"
"54","Sunset Lover","Petit Biscuit","1064852","https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1","2017-02-18"
"55","Water Under the Bridge","Adele","1063897","https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y","2017-02-18"
"56","Alone","Alan Walker","1057926","https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p","2017-02-18"
"57","Human","Rag'n'Bone Man","1052972","https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O","2017-02-18"
"58","I Got You","Bebe Rexha","1023951","https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i","2017-02-18"
"59","Safari","J Balvin","1002049","https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO","2017-02-18"
"60","Caroline","Aminé","971769","https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g","2017-02-18"
"61","Mercy","Shawn Mendes","959912","https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a","2017-02-18"
"62","Love Me Now","John Legend","936081","https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89","2017-02-18"
"63","Heathens","Twenty One Pilots","934943","https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr","2017-02-18"
"64","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","931548","https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc","2017-02-18"
"65","Treat You Better","Shawn Mendes","924591","https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd","2017-02-18"
"66","Scars To Your Beautiful","Alessia Cara","884701","https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK","2017-02-18"
"67","Don't Let Me Down","The Chainsmokers","876486","https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm","2017-02-18"
"68","History","Olivia Holt","862879","https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF","2017-02-18"
"69","Touch","Little Mix","856936","https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z","2017-02-18"
"70","Vente Pa' Ca","Ricky Martin","855953","https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46","2017-02-18"
"71","Broccoli (feat. Lil Yachty)","DRAM","849643","https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol","2017-02-18"
"72","It's Gotta Be You","Isaiah","849386","https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW","2017-02-18"
"73","Party Monster","The Weeknd","842894","https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt","2017-02-18"
"74","September Song","JP Cooper","841940","https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI","2017-02-18"
"75","Rent Money","Future","830489","https://open.spotify.com/track/4Zxdw0Hno7YDu0IzvY76Qo","2017-02-18"
"76","All We Know","The Chainsmokers","820231","https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK","2017-02-18"
"77","Make Me (Cry)","Noah Cyrus","814503","https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP","2017-02-18"
"78","Photograph","Ed Sheeran","813981","https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy","2017-02-18"
"79","Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","IAmChino","806284","https://open.spotify.com/track/6stYbAJgTszHAHZMPxWWCY","2017-02-18"
"80","Mask Off","Future","796423","https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8","2017-02-18"
"81","Draco","Future","793533","https://open.spotify.com/track/67dyMPOUsbZ9Yg06PnfAAh","2017-02-18"
"82","By Your Side","Jonas Blue","789892","https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j","2017-02-18"
"83","Vacaciones","Wisin","789821","https://open.spotify.com/track/3dQDid3IUNhZy1OehIfYfE","2017-02-18"
"84","Swang","Rae Sremmurd","788115","https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL","2017-02-18"
"85","Moves","Big Sean","775506","https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS","2017-02-18"
"86","Thinking out Loud","Ed Sheeran","774116","https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg","2017-02-18"
"87","Lot to Learn","Luke Christopher","771316","https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW","2017-02-18"
"88","I Took A Pill In Ibiza - Seeb Remix","Mike Posner","769439","https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl","2017-02-18"
"89","Me Llamas (feat. Maluma) - Remix","Piso 21","766705","https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX","2017-02-18"
"90","Body Like A Back Road","Sam Hunt","758270","https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO","2017-02-18"
"91","Sexual","NEIKED","753324","https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop","2017-02-18"
"92","Romantic - NOTD Remix","Stanaj","749643","https://open.spotify.com/track/3SGWp9fJCzgK0WcpcKSQdy","2017-02-18"
"93","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","748104","https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV","2017-02-18"
"94","Stressed Out","Twenty One Pilots","738496","https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn","2017-02-18"
"95","Ride","Twenty One Pilots","733877","https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW","2017-02-18"
"96","Cake - Challenge Version","Flo Rida","728107","https://open.spotify.com/track/6t2ubAB4iSYOuIpRAOGd4t","2017-02-18"
"97","Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa","718238","https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65","2017-02-18"
"98","Dile Que Tu Me Quieres","Ozuna","709298","https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o","2017-02-18"
"99","No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper","707899","https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH","2017-02-18"
"100","Lighthouse - Andrelli Remix","Hearts & Colors","706556","https://open.spotify.com/track/04CttTezSnv71USiiG9mIo","2017-02-18"
"101","No Lie","Sean Paul","695857","https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw","2017-02-18"
"102","Cheap Thrills","Sia","693434","https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j","2017-02-18"
"103","La Rompe Corazones","Daddy Yankee","690415","https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3","2017-02-18"
"104","Redbone","Childish Gambino","688079","https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y","2017-02-18"
"105","Versace on the Floor","Bruno Mars","685784","https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP","2017-02-18"
"106","Faded","Alan Walker","671099","https://open.spotify.com/track/7gHs73wELdeycvS48JfIos","2017-02-18"
"107","The Greatest","Sia","667663","https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO","2017-02-18"
"108","Perfect Strangers","Jonas Blue","664875","https://open.spotify.com/track/1CUVN2kn7mW5FjkqXTR2W1","2017-02-18"
"109","La Bicicleta","Carlos Vives","660246","https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU","2017-02-18"
"110","Love Yourself","Justin Bieber","659243","https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT","2017-02-18"
"111","Panda","Desiigner","657500","https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h","2017-02-18"
"112","Sorry","Justin Bieber","655548","https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ","2017-02-18"
"113","No Favors","Big Sean","654037","https://open.spotify.com/track/1MksGqIztTT6M9R1ErKVs8","2017-02-18"
