"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-11-04"
"Position","Track Name","Artist","Streams","URL","2018-11-04"
"1","thank u, next","Ariana Grande","6135358","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2018-11-04"
"2","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","4954388","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-11-04"
"3","MIA (feat. Drake)","Bad Bunny","3478685","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-11-04"
"4","Happier","Marshmello","3063662","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-11-04"
"5","Shallow","Lady Gaga","2862179","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-11-04"
"6","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2799588","https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8","2018-11-04"
"7","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","2578846","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2018-11-04"
"8","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2555920","https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA","2018-11-04"
"9","Without Me","Halsey","2506302","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-11-04"
"10","SICKO MODE","Travis Scott","2396702","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-11-04"
"11","Mo Bamba","Sheck Wes","2177309","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-11-04"
"12","Better","Khalid","2041083","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2018-11-04"
"13","when the party's over","Billie Eilish","1948409","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2018-11-04"
"14","Girls Like You (feat. Cardi B)","Maroon 5","1914099","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-11-04"
"15","Eastside (with Halsey & Khalid)","benny blanco","1905074","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-11-04"
"16","In My Mind","Dynoro","1898847","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-11-04"
"17","Lucid Dreams","Juice WRLD","1885344","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-11-04"
"18","Bohemian Rhapsody - Remastered 2011","Queen","1874954","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2018-11-04"
"19","Promises (with Sam Smith)","Calvin Harris","1799385","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-11-04"
"20","Be Alright","Dean Lewis","1777617","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-11-04"
