"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-07-09"
"Position","Track Name","Artist","Streams","URL","2018-07-09"
"1","In My Feelings","Drake","5987395","https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns","2018-07-09"
"2","Don’t Matter To Me","Drake","4818746","https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB","2018-07-09"
"3","SAD!","XXXTENTACION","4091190","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-07-09"
"4","Nonstop","Drake","3848915","https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX","2018-07-09"
"5","Girls Like You (feat. Cardi B)","Maroon 5","3815473","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-07-09"
"6","Lucid Dreams","Juice WRLD","3676962","https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc","2018-07-09"
"7","I Like It","Cardi B","3633336","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-07-09"
"8","One Kiss (with Dua Lipa)","Calvin Harris","3449832","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-07-09"
"9","Better Now","Post Malone","3392752","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-07-09"
"10","Solo (feat. Demi Lovato)","Clean Bandit","3227812","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-07-09"
"11","Taste (feat. Offset)","Tyga","2890447","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-07-09"
"12","God's Plan","Drake","2856261","https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9","2018-07-09"
"13","Nice For What","Drake","2767301","https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX","2018-07-09"
"14","Moonlight","XXXTENTACION","2700917","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-07-09"
"15","Jackie Chan","Tiësto","2650250","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-07-09"
