"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-03-28"
"Position","Track Name","Artist","Streams","URL","2019-03-28"
"1","7 rings","Ariana Grande","4343924","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-03-28"
"2","Con Calma","Daddy Yankee","4342484","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-03-28"
"3","Sucker","Jonas Brothers","3696002","https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO","2019-03-28"
"4","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3372917","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-03-28"
"5","Wow.","Post Malone","3269784","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-03-28"
"6","Shallow","Lady Gaga","3189842","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-03-28"
"7","break up with your girlfriend, i'm bored","Ariana Grande","2916955","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-03-28"
"8","Dancing With A Stranger (with Normani)","Sam Smith","2627127","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-03-28"
"9","Old Town Road","Lil Nas X","2527753","https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O","2019-03-28"
"10","Don't Call Me Up","Mabel","2478235","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","2019-03-28"
"11","Sweet but Psycho","Ava Max","2433397","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-03-28"
"12","MIDDLE CHILD","J. Cole","2358887","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","2019-03-28"
"13","Calma - Remix","Pedro Capó","2356389","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-03-28"
"14","Here With Me","Marshmello","2354845","https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac","2019-03-28"
"15","Happier","Marshmello","2292459","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-03-28"
"16","Baila Baila Baila","Ozuna","2275685","https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG","2019-03-28"
"17","bury a friend","Billie Eilish","2259251","https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP","2019-03-28"
"18","Secreto","Anuel Aa","2249381","https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0","2019-03-28"
"19","i'm so tired...","Lauv","2241917","https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI","2019-03-28"
"20","Without Me","Halsey","2190665","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-03-28"
"21","thank u, next","Ariana Grande","2161909","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-03-28"
"22","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco","2133380","https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt","2019-03-28"
"23","Talk","Khalid","2128574","https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM","2019-03-28"
"24","HP","Maluma","2076748","https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW","2019-03-28"
"25","Pa Mí - Remix","Dalex","2031047","https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH","2019-03-28"
"26","Murder On My Mind","YNW Melly","1958069","https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC","2019-03-28"
"27","Going Bad (feat. Drake)","Meek Mill","1948947","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-03-28"
"28","Giant (with Rag'n'Bone Man)","Calvin Harris","1947438","https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd","2019-03-28"
"29","wish you were gay","Billie Eilish","1930368","https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS","2019-03-28"
"30","Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","1896276","https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6","2019-03-28"
"31","Let Me Down Slowly","Alec Benjamin","1827318","https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d","2019-03-28"
"32","High Hopes","Panic! At The Disco","1767603","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-03-28"
"33","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","1724512","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-03-28"
"34","R.I.P. (feat. Rita Ora & Anitta)","Sofia Reyes","1697446","https://open.spotify.com/track/6JqpFboOH2bq9pzaYbkKBn","2019-03-28"
"35","My Bad","Khalid","1691048","https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5","2019-03-28"
"36","MIA (feat. Drake)","Bad Bunny","1669206","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-03-28"
"37","Bohemian Rhapsody - Remastered 2011","Queen","1583811","https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv","2019-03-28"
"38","Please Me","Cardi B","1570947","https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN","2019-03-28"
