"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-01-10"
"Position","Track Name","Artist","Streams","URL","2017-01-10"
"1","Shape of You","Ed Sheeran","7145757","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-01-10"
"2","Castle on the Hill","Ed Sheeran","4608104","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-01-10"
"3","Starboy","The Weeknd","3424457","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-01-10"
"4","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","3157514","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-01-10"
"5","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","3094116","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-01-10"
"6","Closer","The Chainsmokers","2880750","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-01-10"
"7","Say You Won't Let Go","James Arthur","2636733","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-01-10"
"8","Don't Wanna Know","Maroon 5","2559976","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-01-10"
"9","I Feel It Coming","The Weeknd","2512007","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-01-10"
"10","Fake Love","Drake","2462919","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-01-10"
"11","Bad and Boujee (feat. Lil Uzi Vert)","Migos","2361306","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-01-10"
"12","Let Me Love You","DJ Snake","2321582","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-01-10"
"13","24K Magic","Bruno Mars","2204722","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P","2017-01-10"
"14","Call On Me - Ryan Riback Extended Remix","Starley","2148416","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-01-10"
"15","Chantaje (feat. Maluma)","Shakira","2033400","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-01-10"
"16","Just Hold On","Steve Aoki","2025561","https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR","2017-01-10"
"17","Black Beatles","Rae Sremmurd","1989506","https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo","2017-01-10"
"18","Bad Things (with Camila Cabello)","Machine Gun Kelly","1951280","https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj","2017-01-10"
"19","Side To Side","Ariana Grande","1791497","https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz","2017-01-10"
"20","One Dance","Drake","1771930","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2017-01-10"
"21","Cold Water (feat. Justin Bieber & MØ)","Major Lazer","1768821","https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p","2017-01-10"
"22","In the Name of Love","Martin Garrix","1739773","https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L","2017-01-10"
"23","Mercy","Shawn Mendes","1661121","https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a","2017-01-10"
"24","All We Know","The Chainsmokers","1571707","https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK","2017-01-10"
"25","Starving","Hailee Steinfeld","1503644","https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe","2017-01-10"
"26","All Night","The Vamps","1456278","https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW","2017-01-10"
"27","My Way","Calvin Harris","1423721","https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm","2017-01-10"
"28","I Would Like","Zara Larsson","1418611","https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6","2017-01-10"
"29","Shed a Light","Robin Schulz","1411099","https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY","2017-01-10"
"30","Scars To Your Beautiful","Alessia Cara","1404044","https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK","2017-01-10"
"31","How Far I'll Go - From ""Moana""","Alessia Cara","1386964","https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN","2017-01-10"
"32","Now and Later","Sage The Gemini","1380826","https://open.spotify.com/track/43jBqV3j3Xi1g6wO0bhIMd","2017-01-10"
"33","Heathens","Twenty One Pilots","1376080","https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr","2017-01-10"
"34","Love Me Now","John Legend","1364016","https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89","2017-01-10"
"35","Hear Me Now","Alok","1354908","https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON","2017-01-10"
"36","By Your Side","Jonas Blue","1340982","https://open.spotify.com/track/1D3ODoXHBLpdxolZRHWV1j","2017-01-10"
"37","Treat You Better","Shawn Mendes","1318833","https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd","2017-01-10"
"38","Don't Let Me Down","The Chainsmokers","1247233","https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm","2017-01-10"
"39","Reggaetón Lento (Bailemos)","CNCO","1232937","https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo","2017-01-10"
"40","Alone","Alan Walker","1180254","https://open.spotify.com/track/0JiVRyTJcJnmlwCZ854K4p","2017-01-10"
"41","Photograph","Ed Sheeran","1158157","https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy","2017-01-10"
"42","Caroline","Aminé","1154976","https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g","2017-01-10"
"43","Bounce Back","Big Sean","1125794","https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF","2017-01-10"
"44","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","1106365","https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV","2017-01-10"
"45","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","1095775","https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc","2017-01-10"
"46","The Mack","Nevada","1067215","https://open.spotify.com/track/7aV2mflaASUmGhCErm7kBO","2017-01-10"
"47","The Greatest","Sia","1052629","https://open.spotify.com/track/7xHWNBFm6ObGEQPaUxHuKO","2017-01-10"
"48","Cheap Thrills","Sia","1049335","https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j","2017-01-10"
"49","Broccoli (feat. Lil Yachty)","DRAM","1030767","https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol","2017-01-10"
"50","Safari","J Balvin","1018770","https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO","2017-01-10"
"51","Solo Dance","Martin Jensen","996217","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN","2017-01-10"
"52","I Took A Pill In Ibiza - Seeb Remix","Mike Posner","935107","https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl","2017-01-10"
"53","All Time Low","Jon Bellion","924362","https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m","2017-01-10"
"54","Human","Rag'n'Bone Man","908103","https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O","2017-01-10"
"55","Water Under the Bridge","Adele","890198","https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y","2017-01-10"
"56","Make Me (Cry)","Noah Cyrus","878936","https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP","2017-01-10"
"57","Party Monster","The Weeknd","865009","https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt","2017-01-10"
"58","Thinking out Loud","Ed Sheeran","855629","https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg","2017-01-10"
"59","Sexual","NEIKED","852477","https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop","2017-01-10"
"60","Vente Pa' Ca","Ricky Martin","849044","https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46","2017-01-10"
"61","Deja Vu","J. Cole","842006","https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ","2017-01-10"
"62","Otra vez (feat. J Balvin)","Zion & Lennox","840300","https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq","2017-01-10"
"63","This Is What You Came For","Calvin Harris","836393","https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y","2017-01-10"
"64","Sunset Lover","Petit Biscuit","817050","https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1","2017-01-10"
"65","Lot to Learn","Luke Christopher","812396","https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW","2017-01-10"
"66","Ride","Twenty One Pilots","774474","https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW","2017-01-10"
