"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-11-01"
"Position","Track Name","Artist","Streams","URL","2018-11-01"
"1","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","5766438","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-11-01"
"2","MIA (feat. Drake)","Bad Bunny","4122032","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-11-01"
"3","Happier","Marshmello","3546770","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-11-01"
"4","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3436862","https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8","2018-11-01"
"5","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","3286601","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2018-11-01"
"6","Shallow","Lady Gaga","3238783","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-11-01"
"7","ZEZE (feat. Travis Scott & Offset)","Kodak Black","3034135","https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA","2018-11-01"
"8","Without Me","Halsey","2987187","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-11-01"
"9","SICKO MODE","Travis Scott","2818819","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-11-01"
"10","Better","Khalid","2510983","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2018-11-01"
"11","Mo Bamba","Sheck Wes","2401566","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-11-01"
"12","Promises (with Sam Smith)","Calvin Harris","2220766","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-11-01"
"13","Eastside (with Halsey & Khalid)","benny blanco","2200415","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-11-01"
"14","Girls Like You (feat. Cardi B)","Maroon 5","2194245","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-11-01"
"15","when the party's over","Billie Eilish","2175327","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2018-11-01"
"16","In My Mind","Dynoro","2128272","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-11-01"
"17","Lucid Dreams","Juice WRLD","2056067","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-11-01"
"18","Be Alright","Dean Lewis","2021732","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-11-01"
"19","Kiss and Make Up","Dua Lipa","1983913","https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3","2018-11-01"
"20","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1978075","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2018-11-01"
"21","I Love It (& Lil Pump)","Kanye West","1945829","https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ","2018-11-01"
"22","Falling Down - Bonus Track","Lil Peep","1929647","https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q","2018-11-01"
"23","SAD!","XXXTENTACION","1895700","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-11-01"
