"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-01-09"
"Position","Track Name","Artist","Streams","URL","2019-01-09"
"1","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","4628104","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-01-09"
"2","Wow.","Post Malone","4307751","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-01-09"
"3","thank u, next","Ariana Grande","4270395","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2019-01-09"
"4","Without Me","Halsey","3679879","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-01-09"
"5","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","3203796","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-01-09"
"6","Sweet but Psycho","Ava Max","3176159","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-01-09"
"7","Calma - Remix","Pedro Capó","2954567","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-01-09"
"8","MIA (feat. Drake)","Bad Bunny","2743774","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-01-09"
"9","SICKO MODE","Travis Scott","2681823","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2019-01-09"
"10","High Hopes","Panic! At The Disco","2659515","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-01-09"
"11","Happier","Marshmello","2652671","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-01-09"
"12","Going Bad (feat. Drake)","Meek Mill","2513714","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-01-09"
"13","Shallow","Lady Gaga","2498815","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-01-09"
"14","Adan y Eva","Paulo Londra","2392263","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2019-01-09"
"15","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2376989","https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z","2019-01-09"
"16","Eastside (with Halsey & Khalid)","benny blanco","2108557","https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU","2019-01-09"
"17","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","2018611","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2019-01-09"
"18","when the party's over","Billie Eilish","1969001","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2019-01-09"
"19","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1965162","https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA","2019-01-09"
"20","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","1919469","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2019-01-09"
"21","Mo Bamba","Sheck Wes","1916156","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2019-01-09"
"22","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","1862476","https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF","2019-01-09"
"23","Better Now","Post Malone","1840700","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2019-01-09"
"24","Better","Khalid","1802963","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2019-01-09"
"25","Girls Like You (feat. Cardi B)","Maroon 5","1779494","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2019-01-09"
"26","Be Alright","Dean Lewis","1754307","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2019-01-09"
"27","SAD!","XXXTENTACION","1694870","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2019-01-09"
"28","Saturday Nights","Khalid","1692267","https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8","2019-01-09"
"29","imagine","Ariana Grande","1674192","https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F","2019-01-09"
"30","Bohemian Rhapsody - Remastered 2011","Queen","1649087","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2019-01-09"
"31","Look Back At It","A Boogie Wit da Hoodie","1623278","https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8","2019-01-09"
"32","Leave Me Alone","Flipp Dinero","1578311","https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g","2019-01-09"
"33","Ella Quiere Beber - Remix","Anuel Aa","1552672","https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq","2019-01-09"
