"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-04-28"
"Position","Track Name","Artist","Streams","URL","2018-04-28"
"1","Psycho (feat. Ty Dolla $ign)","Post Malone","5811278","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-04-28"
"2","Better Now","Post Malone","5352412","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-04-28"
"3","Nice For What","Drake","4858347","https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN","2018-04-28"
"4","Paranoid","Post Malone","4563707","https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq","2018-04-28"
"5","God's Plan","Drake","4560253","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-04-28"
"6","no tears left to cry","Ariana Grande","4342549","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-04-28"
"7","One Kiss (with Dua Lipa)","Calvin Harris","4184558","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-04-28"
"8","rockstar (feat. 21 Savage)","Post Malone","4167377","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-04-28"
"9","Spoil My Night (feat. Swae Lee)","Post Malone","3746759","https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv","2018-04-28"
"10","X","Nicky Jam","3592601","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-04-28"
"11","Rich & Sad","Post Malone","3533285","https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc","2018-04-28"
"12","FRIENDS","Marshmello","3430953","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-04-28"
"13","Stay","Post Malone","3341481","https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc","2018-04-28"
"14","Zack And Codeine","Post Malone","3331468","https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR","2018-04-28"
"15","Over Now","Post Malone","3312500","https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk","2018-04-28"
"16","Ball For Me (feat. Nicki Minaj)","Post Malone","3245109","https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa","2018-04-28"
"17","I Like It","Cardi B","3234613","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-04-28"
"18","Same Bitches (feat. G-Eazy & YG)","Post Malone","3121522","https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1","2018-04-28"
"19","Takin' Shots","Post Malone","3116695","https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw","2018-04-28"
"20","Call Out My Name","The Weeknd","2923171","https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N","2018-04-28"
"21","Freaky Friday (feat. Chris Brown)","Lil Dicky","2907195","https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ","2018-04-28"
"22","The Middle","Zedd","2693666","https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m","2018-04-28"
"23","Candy Paint","Post Malone","2690758","https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC","2018-04-28"
"24","92 Explorer","Post Malone","2658692","https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r","2018-04-28"
