"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-06-18"
"Position","Track Name","Artist","Streams","URL","2018-06-18"
"1","Better Now","Post Malone","3984003","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-06-18"
"2","Girls Like You (feat. Cardi B)","Maroon 5","3587278","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-06-18"
"3","Lucid Dreams","Juice WRLD","3555704","https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc","2018-06-18"
"4","One Kiss (with Dua Lipa)","Calvin Harris","3528492","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-06-18"
"5","I Like It","Cardi B","3516544","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-06-18"
"6","Youngblood","5 Seconds of Summer","3177818","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-06-18"
"7","Back To You","Selena Gomez","3122115","https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9","2018-06-18"
"8","no tears left to cry","Ariana Grande","2906822","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-06-18"
"9","Solo (feat. Demi Lovato)","Clean Bandit","2816020","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-06-18"
"10","SAD!","XXXTENTACION","2802357","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-06-18"
"11","Nice For What","Drake","2533235","https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN","2018-06-18"
"12","Te Boté - Remix","Nio Garcia","2476406","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-06-18"
"13","Taste (feat. Offset)","Tyga","2363651","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-06-18"
"14","X","Nicky Jam","2343581","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-06-18"
"15","God's Plan","Drake","2308823","https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE","2018-06-18"
"16","All Mine","Kanye West","2240423","https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF","2018-06-18"
"17","Jackie Chan","Tiësto","2199636","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-06-18"
"18","Psycho (feat. Ty Dolla $ign)","Post Malone","2172823","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-06-18"
"19","lovely (with Khalid)","Billie Eilish","2009152","https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","2018-06-18"
"20","Ocean (feat. Khalid)","Martin Garrix","1952761","https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS","2018-06-18"
"21","Jocelyn Flores","XXXTENTACION","1942220","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-06-18"
"22","FRIENDS","Marshmello","1907662","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-06-18"
"23","Yes Indeed","Lil Baby","1864073","https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ","2018-06-18"
"24","I'm Upset","Drake","1860402","https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk","2018-06-18"
"25","Flames","David Guetta","1858171","https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV","2018-06-18"
"26","Nevermind","Dennis Lloyd","1788437","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-06-18"
"27","rockstar (feat. 21 Savage)","Post Malone","1787024","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-06-18"
