"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-07-08"
"Position","Track Name","Artist","Streams","URL","2018-07-08"
"1","In My Feelings","Drake","4545670","https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns","2018-07-08"
"2","Don’t Matter To Me","Drake","4318113","https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB","2018-07-08"
"3","SAD!","XXXTENTACION","3785300","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-07-08"
"4","Girls Like You (feat. Cardi B)","Maroon 5","3482766","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-07-08"
"5","Nonstop","Drake","3439842","https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX","2018-07-08"
"6","I Like It","Cardi B","3398680","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-07-08"
"7","Lucid Dreams","Juice WRLD","3327343","https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc","2018-07-08"
"8","One Kiss (with Dua Lipa)","Calvin Harris","3310915","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-07-08"
"9","Better Now","Post Malone","3106084","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-07-08"
"10","Solo (feat. Demi Lovato)","Clean Bandit","2938662","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-07-08"
"11","God's Plan","Drake","2658012","https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9","2018-07-08"
"12","Taste (feat. Offset)","Tyga","2583170","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-07-08"
"13","Nice For What","Drake","2500532","https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX","2018-07-08"
"14","Te Boté - Remix","Nio Garcia","2477078","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-07-08"
"15","Moonlight","XXXTENTACION","2476286","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-07-08"
"16","Youngblood","5 Seconds of Summer","2420648","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-07-08"
"17","Jackie Chan","Tiësto","2380362","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-07-08"
"18","Ocean (feat. Khalid)","Martin Garrix","2210139","https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS","2018-07-08"
"19","Back To You","Selena Gomez","2190820","https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9","2018-07-08"
"20","no tears left to cry","Ariana Grande","2190428","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-07-08"
"21","I'm Upset","Drake","2087192","https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1","2018-07-08"
"22","changes","XXXTENTACION","1993515","https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO","2018-07-08"
"23","Jocelyn Flores","XXXTENTACION","1941774","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-07-08"
"24","Sin Pijama","Becky G","1908135","https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww","2018-07-08"
"25","Rise","Jonas Blue","1882600","https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3","2018-07-08"
"26","X","Nicky Jam","1846987","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-07-08"
"27","Mob Ties","Drake","1698004","https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG","2018-07-08"
"28","Emotionless","Drake","1686717","https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n","2018-07-08"
"29","Nevermind","Dennis Lloyd","1662891","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-07-08"
"30","Psycho (feat. Ty Dolla $ign)","Post Malone","1654197","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-07-08"
"31","Bed (feat. Ariana Grande)","Nicki Minaj","1618777","https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS","2018-07-08"
"32","Born To Be Yours","Kygo","1612374","https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM","2018-07-08"
"33","rockstar (feat. 21 Savage)","Post Malone","1582412","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-07-08"
"34","FRIENDS","Marshmello","1510851","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-07-08"
"35","2002","Anne-Marie","1494861","https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB","2018-07-08"
"36","Flames","David Guetta","1460197","https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV","2018-07-08"
"37","Yes Indeed","Lil Baby","1408457","https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ","2018-07-08"
"38","The Middle","Zedd","1354705","https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc","2018-07-08"
"39","APESHIT","The Carters","1350429","https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj","2018-07-08"
"40","Elevate","Drake","1335804","https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7","2018-07-08"
"41","La Cintura","Alvaro Soler","1329025","https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H","2018-07-08"
"42","Me Niego","Reik","1320154","https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T","2018-07-08"
"43","Fuck Love (feat. Trippie Redd)","XXXTENTACION","1312487","https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2","2018-07-08"
"44","lovely (with Khalid)","Billie Eilish","1307056","https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","2018-07-08"
"45","No Es Justo","J Balvin","1247410","https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7","2018-07-08"
"46","IDGAF","Dua Lipa","1237783","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-07-08"
