"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-03-08"
"Position","Track Name","Artist","Streams","URL","2019-03-08"
"1","7 rings","Ariana Grande","5446510","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-03-08"
"2","Sucker","Jonas Brothers","4703638","https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO","2019-03-08"
"3","Con Calma","Daddy Yankee","4291361","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-03-08"
"4","Shallow","Lady Gaga","4185988","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-03-08"
"5","break up with your girlfriend, i'm bored","Ariana Grande","4154387","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-03-08"
"6","Wow.","Post Malone","3714225","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-03-08"
"7","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3494044","https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB","2019-03-08"
"8","wish you were gay","Billie Eilish","3123222","https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS","2019-03-08"
"9","Dancing With A Stranger (with Normani)","Sam Smith","2867482","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-03-08"
"10","Secreto","Anuel Aa","2836140","https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0","2019-03-08"
"11","Robbery","Juice WRLD","2823295","https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ","2019-03-08"
"12","Calma - Remix","Pedro Capó","2798681","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-03-08"
"13","Happier","Marshmello","2782395","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-03-08"
"14","Sweet but Psycho","Ava Max","2756525","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-03-08"
"15","MIDDLE CHILD","J. Cole","2755142","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","2019-03-08"
"16","bury a friend","Billie Eilish","2747554","https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP","2019-03-08"
"17","thank u, next","Ariana Grande","2680871","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-03-08"
"18","Without Me","Halsey","2607470","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-03-08"
"19","Baila Baila Baila","Ozuna","2493392","https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG","2019-03-08"
"20","Fast","Juice WRLD","2478163","https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ","2019-03-08"
"21","Murder On My Mind","YNW Melly","2456570","https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC","2019-03-08"
"22","i'm so tired...","Lauv","2306252","https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI","2019-03-08"
"23","Giant (with Rag'n'Bone Man)","Calvin Harris","2277690","https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd","2019-03-08"
"24","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","2212153","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-03-08"
"25","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco","2146854","https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt","2019-03-08"
"26","My Bad","Khalid","2144250","https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5","2019-03-08"
"27","Going Bad (feat. Drake)","Meek Mill","2105070","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-03-08"
"28","Talk","Khalid","2091955","https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM","2019-03-08"
"29","Please Me","Cardi B","2038162","https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN","2019-03-08"
"30","MIA (feat. Drake)","Bad Bunny","2005171","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-03-08"
"31","High Hopes","Panic! At The Disco","1972196","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-03-08"
"32","Hear Me Calling","Juice WRLD","1929805","https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk","2019-03-08"
"33","Empty","Juice WRLD","1925055","https://open.spotify.com/track/41MCdlvXOl62B7Kv86Bb1v","2019-03-08"
"34","Don't Call Me Up","Mabel","1900111","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","2019-03-08"
"35","Bohemian Rhapsody - Remastered 2011","Queen","1864019","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2019-03-08"
"36","Adan y Eva","Paulo Londra","1837214","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2019-03-08"
"37","SICKO MODE","Travis Scott","1835991","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2019-03-08"
"38","Wolke 10","MERO","1774536","https://open.spotify.com/track/14f1n3XCW3fQhAODW0CwLK","2019-03-08"
"39","Thotiana","Blueface","1718893","https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G","2019-03-08"
"40","a lot","21 Savage","1665275","https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d","2019-03-08"
"41","Desconocidos","Mau y Ricky","1661647","https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ","2019-03-08"
"42","Eastside (with Halsey & Khalid)","benny blanco","1655919","https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU","2019-03-08"
"43","Look Back At It","A Boogie Wit da Hoodie","1653694","https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8","2019-03-08"
