"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-08-11"
"Position","Track Name","Artist","Streams","URL","2018-08-11"
"1","In My Feelings","Drake","7112938","https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ","2018-08-11"
"2","No Brainer","DJ Khaled","3753098","https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8","2018-08-11"
"3","FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","3724685","https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB","2018-08-11"
"4","Girls Like You (feat. Cardi B)","Maroon 5","3567871","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-08-11"
"5","SICKO MODE","Travis Scott","3533181","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-08-11"
"6","I Like It","Cardi B","3250035","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-08-11"
"7","Lucid Dreams","Juice WRLD","3076725","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-08-11"
"8","Eastside (with Halsey & Khalid)","benny blanco","3007388","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-08-11"
"9","Solo (feat. Demi Lovato)","Clean Bandit","2868966","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-08-11"
"10","Taste (feat. Offset)","Tyga","2860687","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-08-11"
"11","In My Mind","Dynoro","2788645","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-08-11"
"12","STARGAZING","Travis Scott","2754048","https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m","2018-08-11"
"13","SAD!","XXXTENTACION","2744794","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-08-11"
"14","Better Now","Post Malone","2633509","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-08-11"
"15","Rise","Jonas Blue","2617275","https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3","2018-08-11"
"16","Jackie Chan","Tiësto","2603692","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-08-11"
"17","One Kiss (with Dua Lipa)","Calvin Harris","2579883","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-08-11"
"18","God is a woman","Ariana Grande","2497657","https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ","2018-08-11"
"19","Te Boté - Remix","Nio Garcia","2448283","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-08-11"
"20","Youngblood","5 Seconds of Summer","2337799","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-08-11"
"21","Body (feat. brando)","Loud Luxury","2080444","https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs","2018-08-11"
"22","Sin Pijama","Becky G","2064422","https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww","2018-08-11"
"23","Nonstop","Drake","1959325","https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct","2018-08-11"
"24","Moonlight","XXXTENTACION","1949829","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-08-11"
"25","Vaina Loca","Ozuna","1939954","https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ","2018-08-11"
"26","God's Plan","Drake","1900768","https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn","2018-08-11"
"27","Barbie Dreams","Nicki Minaj","1772927","https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B","2018-08-11"
"28","No Es Justo","J Balvin","1737176","https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7","2018-08-11"
"29","2002","Anne-Marie","1663360","https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB","2018-08-11"
"30","Happy Now","Zedd","1656497","https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa","2018-08-11"
"31","Born To Be Yours","Kygo","1620854","https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM","2018-08-11"
"32","Nice For What","Drake","1608957","https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw","2018-08-11"
"33","Nevermind","Dennis Lloyd","1606581","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-08-11"
"34","Clandestino","Shakira","1570150","https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf","2018-08-11"
"35","Ocean (feat. Khalid)","Martin Garrix","1511390","https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS","2018-08-11"
"36","Beautiful (feat. Camila Cabello)","Bazzi","1498383","https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF","2018-08-11"
"37","rockstar (feat. 21 Savage)","Post Malone","1479711","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-08-11"
"38","Don’t Matter To Me (with Michael Jackson)","Drake","1471171","https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0","2018-08-11"
"39","Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","1469368","https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW","2018-08-11"
"40","Psycho (feat. Ty Dolla $ign)","Post Malone","1464706","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-08-11"
"41","Taking A Walk","Trippie Redd","1449112","https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2","2018-08-11"
"42","Jocelyn Flores","XXXTENTACION","1442595","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-08-11"
"43","no tears left to cry","Ariana Grande","1440352","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-08-11"
"44","Shotgun","George Ezra","1431667","https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC","2018-08-11"
"45","X - Remix","Nicky Jam","1430969","https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw","2018-08-11"
"46","changes","XXXTENTACION","1384647","https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO","2018-08-11"
"47","X","Nicky Jam","1363742","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-08-11"
"48","Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky","1363314","https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z","2018-08-11"
"49","Bed (feat. Ariana Grande)","Nicki Minaj","1309621","https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv","2018-08-11"
"50","Shape of You","Ed Sheeran","1247221","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-08-11"
"51","FRIENDS","Marshmello","1203470","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-08-11"
"52","SWISH","Tyga","1189439","https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD","2018-08-11"
"53","Be Alright","Dean Lewis","1189342","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-08-11"
"54","The Middle","Zedd","1182390","https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc","2018-08-11"
"55","Me Niego","Reik","1169180","https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T","2018-08-11"
"56","YOSEMITE","Travis Scott","1138224","https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR","2018-08-11"
"57","CAROUSEL","Travis Scott","1132686","https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI","2018-08-11"
"58","WAKE UP","Travis Scott","1116888","https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG","2018-08-11"
"59","La Player (Bandolera)","Zion & Lennox","1115271","https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP","2018-08-11"
"60","Yes Indeed","Lil Baby","1113542","https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ","2018-08-11"
"61","Havana (feat. Young Thug)","Camila Cabello","1092030","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-08-11"
"62","High Hopes","Panic! At The Disco","1085792","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2018-08-11"
"63","Don't Leave Me Alone (feat. Anne-Marie)","David Guetta","1085253","https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk","2018-08-11"
"64","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes","1073934","https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b","2018-08-11"
