"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-10-24"
"Position","Track Name","Artist","Streams","URL","2018-10-24"
"1","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","5734134","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-10-24"
"2","MIA (feat. Drake)","Bad Bunny","4582684","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-10-24"
"3","Happier","Marshmello","3750252","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-10-24"
"4","ZEZE (feat. Travis Scott & Offset)","Kodak Black","3642334","https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA","2018-10-24"
"5","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3509638","https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8","2018-10-24"
"6","Shallow","Lady Gaga","3420222","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-10-24"
"7","Without Me","Halsey","3112446","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-10-24"
"8","Better","Khalid","3064190","https://open.spotify.com/track/2OpBganfGk2GVdSlRdxzaX","2018-10-24"
"9","SICKO MODE","Travis Scott","2725059","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-10-24"
"10","Eastside (with Halsey & Khalid)","benny blanco","2462022","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-10-24"
"11","Promises (with Sam Smith)","Calvin Harris","2431666","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-10-24"
"12","In My Mind","Dynoro","2353194","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-10-24"
"13","Girls Like You (feat. Cardi B)","Maroon 5","2345636","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-10-24"
"14","Kiss and Make Up","Dua Lipa","2318588","https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3","2018-10-24"
"15","Falling Down - Bonus Track","Lil Peep","2292108","https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q","2018-10-24"
"16","I Love It (& Lil Pump)","Kanye West","2272127","https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ","2018-10-24"
"17","Lucid Dreams","Juice WRLD","2214524","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-10-24"
"18","Be Alright","Dean Lewis","2143608","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-10-24"
"19","Mo Bamba","Sheck Wes","2124276","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-10-24"
"20","when the party's over","Billie Eilish","2121729","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2018-10-24"
"21","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","2032368","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2018-10-24"
"22","SAD!","XXXTENTACION","2017314","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-10-24"
"23","Moonlight","XXXTENTACION","1963730","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-10-24"
"24","Better Now","Post Malone","1944615","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-10-24"
"25","Suncity (feat. Empress Of)","Khalid","1922225","https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN","2018-10-24"
"26","In My Feelings","Drake","1891447","https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ","2018-10-24"
"27","Let You Love Me","Rita Ora","1817894","https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS","2018-10-24"
"28","Fine China","Future","1817283","https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN","2018-10-24"
"29","Vaina Loca","Ozuna","1791359","https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA","2018-10-24"
"30","Sweet but Psycho","Ava Max","1782297","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2018-10-24"
"31","No Stylist","French Montana","1745535","https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A","2018-10-24"
"32","I Like It","Cardi B","1693400","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-10-24"
"33","BEBE","6ix9ine","1692469","https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C","2018-10-24"
"34","Electricity (with Dua Lipa)","Silk City","1661926","https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk","2018-10-24"
"35","Woman Like Me (feat. Nicki Minaj)","Little Mix","1659319","https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1","2018-10-24"
"36","Natural","Imagine Dragons","1654414","https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP","2018-10-24"
"37","Taste (feat. Offset)","Tyga","1613841","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-10-24"
"38","Youngblood","5 Seconds of Summer","1575209","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-10-24"
"39","Beautiful (feat. Camila Cabello)","Bazzi","1558902","https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF","2018-10-24"
"40","This Feeling (feat. Kelsea Ballerini)","The Chainsmokers","1541384","https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N","2018-10-24"
"41","FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","1509111","https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB","2018-10-24"
"42","Nonstop","Drake","1442962","https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct","2018-10-24"
"43","Te Boté - Remix","Nio Garcia","1438141","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-10-24"
"44","High Hopes","Panic! At The Disco","1436490","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2018-10-24"
"45","Lucky You (feat. Joyner Lucas)","Eminem","1425650","https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0","2018-10-24"
"46","Always Remember Us This Way","Lady Gaga","1422175","https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk","2018-10-24"
"47","Jocelyn Flores","XXXTENTACION","1380998","https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96","2018-10-24"
"48","rockstar (feat. 21 Savage)","Post Malone","1377758","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-10-24"
"49","Venom - Music From The Motion Picture","Eminem","1339161","https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4","2018-10-24"
"50","Quiere Beber","Anuel Aa","1331856","https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z","2018-10-24"
"51","Rise","Jonas Blue","1322850","https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3","2018-10-24"
"52","Never Recover (Lil Baby & Gunna, Drake)","Lil Baby","1295379","https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ","2018-10-24"
"53","Ruin My Life","Zara Larsson","1288049","https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU","2018-10-24"
"54","Cuando Te Besé","Becky G","1268548","https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy","2018-10-24"
"55","Solo (feat. Demi Lovato)","Clean Bandit","1237805","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-10-24"
"56","Wake Up in the Sky","Gucci Mane","1234747","https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq","2018-10-24"
"57","Noticed","Lil Mosey","1229953","https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP","2018-10-24"
"58","One Kiss (with Dua Lipa)","Calvin Harris","1214374","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-10-24"
"59","Love Someone","Lukas Graham","1210075","https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ","2018-10-24"
"60","God's Plan","Drake","1198450","https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn","2018-10-24"
"61","Body (feat. brando)","Loud Luxury","1191598","https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs","2018-10-24"
"62","changes","XXXTENTACION","1187534","https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO","2018-10-24"
"63","Shotgun","George Ezra","1179588","https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC","2018-10-24"
"64","No Es Justo","J Balvin","1144681","https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7","2018-10-24"
"65","Money","Cardi B","1134836","https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e","2018-10-24"
"66","Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo","1134339","https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG","2018-10-24"
"67","2002","Anne-Marie","1120204","https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo","2018-10-24"
"68","Saturday Nights","Khalid","1119147","https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8","2018-10-24"
"69","God is a woman","Ariana Grande","1114107","https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C","2018-10-24"
"70","lovely (with Khalid)","Billie Eilish","1106756","https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4","2018-10-24"
"71","Ya No Tiene Novio","Sebastian Yatra","1101221","https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu","2018-10-24"
"72","no tears left to cry","Ariana Grande","1097684","https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo","2018-10-24"
"73","breathin","Ariana Grande","1092099","https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J","2018-10-24"
"74","There's No Way (feat. Julia Michaels)","Lauv","1089654","https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ","2018-10-24"
"75","Psycho (feat. Ty Dolla $ign)","Post Malone","1085914","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-10-24"
"76","Amigos Con Derechos","Reik","1082837","https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA","2018-10-24"
"77","STOOPID","6ix9ine","1079489","https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K","2018-10-24"
"78","Shape of You","Ed Sheeran","1068168","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2018-10-24"
"79","Thunderclouds","Sia","1050528","https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi","2018-10-24"
"80","Jackie Chan","Tiësto","1040275","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-10-24"
"81","Mala Mía","Maluma","1038080","https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh","2018-10-24"
"82","Sin Pijama","Becky G","1017493","https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww","2018-10-24"
"83","Fuck Love (feat. Trippie Redd)","XXXTENTACION","1016473","https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2","2018-10-24"
"84","Believer","Imagine Dragons","1009085","https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP","2018-10-24"
"85","IDGAF","Dua Lipa","984150","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-10-24"
"86","Perfect","Ed Sheeran","979838","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2018-10-24"
"87","No Brainer","DJ Khaled","963867","https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8","2018-10-24"
"88","Leave Me Alone","Flipp Dinero","940332","https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g","2018-10-24"
"89","Mona Lisa (feat. Kendrick Lamar)","Lil Wayne","937383","https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8","2018-10-24"
"90","Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","925230","https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW","2018-10-24"
