"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-02-14"
"Position","Track Name","Artist","Streams","URL","2019-02-14"
"1","7 rings","Ariana Grande","8093283","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-02-14"
"2","break up with your girlfriend, i'm bored","Ariana Grande","7277259","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-02-14"
"3","thank u, next","Ariana Grande","4438724","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-02-14"
"4","Wow.","Post Malone","4113512","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-02-14"
"5","bury a friend","Billie Eilish","4071703","https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP","2019-02-14"
"6","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3642528","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-02-14"
"7","Without Me","Halsey","3265917","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-02-14"
"8","Dancing With A Stranger (with Normani)","Sam Smith","3227202","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-02-14"
"9","Happier","Marshmello","3129071","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-02-14"
"10","Shallow","Lady Gaga","3100570","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-02-14"
"11","bad idea","Ariana Grande","3084350","https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg","2019-02-14"
"12","NASA","Ariana Grande","3069929","https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq","2019-02-14"
"13","Sweet but Psycho","Ava Max","2935786","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-02-14"
"14","Calma - Remix","Pedro Capó","2898492","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-02-14"
"15","Con Calma","Daddy Yankee","2874179","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-02-14"
"16","needy","Ariana Grande","2866453","https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ","2019-02-14"
"17","MIDDLE CHILD","J. Cole","2850292","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","2019-02-14"
"18","bloodline","Ariana Grande","2838231","https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX","2019-02-14"
"19","Secreto","Anuel Aa","2837536","https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0","2019-02-14"
"20","Talk","Khalid","2585243","https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM","2019-02-14"
"21","Going Bad (feat. Drake)","Meek Mill","2490013","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-02-14"
"22","MIA (feat. Drake)","Bad Bunny","2489384","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-02-14"
"23","imagine","Ariana Grande","2476745","https://open.spotify.com/track/39LmTF9RgyakzSYX8txrow","2019-02-14"
"24","fake smile","Ariana Grande","2445279","https://open.spotify.com/track/3wFLWP0FcIqHK1wb1CPthQ","2019-02-14"
"25","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","2437074","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-02-14"
"26","a lot","21 Savage","2295569","https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d","2019-02-14"
"27","i'm so tired...","Lauv","2199296","https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI","2019-02-14"
"28","Adan y Eva","Paulo Londra","2195972","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2019-02-14"
"29","High Hopes","Panic! At The Disco","2172091","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-02-14"
"30","ghostin","Ariana Grande","2154723","https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB","2019-02-14"
"31","Baila Baila Baila","Ozuna","2134795","https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG","2019-02-14"
"32","SICKO MODE","Travis Scott","2120547","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2019-02-14"
"33","Who Do You Love","The Chainsmokers","2031036","https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8","2019-02-14"
"34","Thotiana","Blueface","2007164","https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G","2019-02-14"
"35","Look Back At It","A Boogie Wit da Hoodie","1982360","https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8","2019-02-14"
"36","in my head","Ariana Grande","1940969","https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw","2019-02-14"
"37","Giant (with Rag'n'Bone Man)","Calvin Harris","1896974","https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd","2019-02-14"
"38","make up","Ariana Grande","1803240","https://open.spotify.com/track/27356GVuMPFWiJSZCragoM","2019-02-14"
"39","Eastside (with Halsey & Khalid)","benny blanco","1764553","https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU","2019-02-14"
"40","Desconocidos","Mau y Ricky","1723209","https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ","2019-02-14"
"41","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","1711075","https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF","2019-02-14"
"42","ZEZE (feat. Travis Scott & Offset)","Kodak Black","1703846","https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z","2019-02-14"
"43","Saturday Nights","Khalid","1687959","https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8","2019-02-14"
"44","when the party's over","Billie Eilish","1682916","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2019-02-14"
"45","Better Now","Post Malone","1625949","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2019-02-14"
"46","Let Me Down Slowly","Alec Benjamin","1624219","https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d","2019-02-14"
"47","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1609577","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2019-02-14"
"48","Girls Like You (feat. Cardi B)","Maroon 5","1588008","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2019-02-14"
"49","Be Alright","Dean Lewis","1582008","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2019-02-14"
"50","Bohemian Rhapsody - Remastered 2011","Queen","1558317","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2019-02-14"
"51","Amanece","Anuel Aa","1503302","https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH","2019-02-14"
"52","Te Vi","Piso 21","1492051","https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd","2019-02-14"
"53","Don't Call Me Up","Mabel","1489765","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","2019-02-14"
"54","Perfect","Ed Sheeran","1489624","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2019-02-14"
"55","Mo Bamba","Sheck Wes","1484207","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2019-02-14"
"56","Ella Quiere Beber - Remix","Anuel Aa","1475648","https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq","2019-02-14"
"57","Nights Like This (feat. Ty Dolla $ign)","Kehlani","1464481","https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B","2019-02-14"
"58","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1436552","https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA","2019-02-14"
"59","Swan Song (From the Motion Picture ""Alita: Battle Angel"")","Dua Lipa","1432175","https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l","2019-02-14"
"60","SAD!","XXXTENTACION","1426127","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2019-02-14"
"61","Better","Khalid","1421167","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2019-02-14"
"62","Un Año","Sebastian Yatra","1394329","https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp","2019-02-14"
"63","lovely","Billie Eilish","1390522","https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf","2019-02-14"
"64","Lucid Dreams","Juice WRLD","1369262","https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR","2019-02-14"
"65","rockstar (feat. 21 Savage)","Post Malone","1338261","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2019-02-14"
