"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-11-09"
"Position","Track Name","Artist","Streams","URL","2018-11-09"
"1","thank u, next","Ariana Grande","9606415","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2018-11-09"
"2","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","5586613","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-11-09"
"3","MIA (feat. Drake)","Bad Bunny","4130247","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-11-09"
"4","BAD!","XXXTENTACION","3719393","https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T","2018-11-09"
"5","Happier","Marshmello","3528899","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-11-09"
"6","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3321653","https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8","2018-11-09"
"7","Without Me","Halsey","3317730","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-11-09"
"8","Shallow","Lady Gaga","3276979","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-11-09"
"9","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","3257366","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2018-11-09"
"10","ZEZE (feat. Travis Scott & Offset)","Kodak Black","3066490","https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA","2018-11-09"
"11","SICKO MODE","Travis Scott","2908795","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-11-09"
"12","Bad Liar","Imagine Dragons","2651606","https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3","2018-11-09"
"13","Natural","Imagine Dragons","2633269","https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT","2018-11-09"
"14","Mo Bamba","Sheck Wes","2603067","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-11-09"
"15","Bohemian Rhapsody - Remastered 2011","Queen","2574154","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2018-11-09"
"16","Falling Down - Bonus Track","Lil Peep","2418047","https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9","2018-11-09"
"17","Sweet but Psycho","Ava Max","2398215","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2018-11-09"
"18","when the party's over","Billie Eilish","2380797","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2018-11-09"
"19","Better","Khalid","2305660","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2018-11-09"
"20","In My Mind","Dynoro","2233214","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-11-09"
"21","Eastside (with Halsey & Khalid)","benny blanco","2217755","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-11-09"
"22","Girls Like You (feat. Cardi B)","Maroon 5","2163545","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-11-09"
"23","Lucid Dreams","Juice WRLD","2126425","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-11-09"
"24","Promises (with Sam Smith)","Calvin Harris","2112474","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-11-09"
"25","Be Alright","Dean Lewis","2053339","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-11-09"
"26","SAD!","XXXTENTACION","2020186","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-11-09"
