"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-01-22"
"Position","Track Name","Artist","Streams","URL","2017-01-22"
"1","Shape of You","Ed Sheeran","6423764","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-01-22"
"2","Paris","The Chainsmokers","3533867","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-01-22"
"3","Castle on the Hill","Ed Sheeran","3179468","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-01-22"
"4","Starboy","The Weeknd","2998096","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-01-22"
"5","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","2976059","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-01-22"
"6","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","2910766","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-01-22"
"7","Closer","The Chainsmokers","2530491","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-01-22"
"8","Say You Won't Let Go","James Arthur","2501127","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-01-22"
"9","Fake Love","Drake","2330540","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-01-22"
"10","I Feel It Coming","The Weeknd","2322637","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-01-22"
"11","Don't Wanna Know","Maroon 5","2299355","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-01-22"
"12","Bad and Boujee (feat. Lil Uzi Vert)","Migos","2153101","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-01-22"
"13","Call On Me - Ryan Riback Extended Remix","Starley","2078739","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-01-22"
"14","Chantaje (feat. Maluma)","Shakira","2032136","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-01-22"
"15","Let Me Love You","DJ Snake","2021886","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-01-22"
