"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-02-23"
"Position","Track Name","Artist","Streams","URL","2019-02-23"
"1","7 rings","Ariana Grande","6340718","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-02-23"
"2","break up with your girlfriend, i'm bored","Ariana Grande","4882231","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-02-23"
"3","Con Calma","Daddy Yankee","4106441","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-02-23"
"4","Wow.","Post Malone","3591046","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-02-23"
"5","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3501628","https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB","2019-02-23"
"6","thank u, next","Ariana Grande","3227017","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-02-23"
"7","Happier","Marshmello","3200429","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-02-23"
"8","bury a friend","Billie Eilish","3134320","https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP","2019-02-23"
"9","Calma - Remix","Pedro Capó","3099863","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-02-23"
"10","Secreto","Anuel Aa","2972026","https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0","2019-02-23"
"11","Shallow","Lady Gaga","2916965","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-02-23"
"12","Sweet but Psycho","Ava Max","2896042","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-02-23"
"13","Dancing With A Stranger (with Normani)","Sam Smith","2883601","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-02-23"
"14","Without Me","Halsey","2854934","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-02-23"
"15","MIDDLE CHILD","J. Cole","2587198","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","2019-02-23"
"16","Baila Baila Baila","Ozuna","2580155","https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG","2019-02-23"
"17","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","2538721","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-02-23"
"18","MIA (feat. Drake)","Bad Bunny","2310219","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-02-23"
"19","Going Bad (feat. Drake)","Meek Mill","2202719","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-02-23"
"20","Talk","Khalid","2126023","https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM","2019-02-23"
"21","Adan y Eva","Paulo Londra","2103527","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2019-02-23"
"22","High Hopes","Panic! At The Disco","2084157","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-02-23"
