,Artist,api_artist,api_url,artist_api_id,genres
474,Rich Brian,Rich Brian,https://open.spotify.com/artist/2IDLDx25HU1nQMKde4n61a,2IDLDx25HU1nQMKde4n61a,"['indonesian hip hop', 'underground hip hop']"
475,Red Velvet,Red Velvet,https://open.spotify.com/artist/1z4g3DjTBBZKhvAroFlhOM,1z4g3DjTBBZKhvAroFlhOM,"['j-pop girl group', 'k-pop', 'k-pop girl group']"
476,ScHoolboy Q,ScHoolboy Q,https://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m,5IcR3N7QB1j6KBL8eImZ8m,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']"
477,BlocBoy JB,BlocBoy JB,https://open.spotify.com/artist/4TEJudQY2pXxVHPE3gD2EU,4TEJudQY2pXxVHPE3gD2EU,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']"
478,Vince Staples,Vince Staples,https://open.spotify.com/artist/68kEuyFKyqrdQQLLsmiatm,68kEuyFKyqrdQQLLsmiatm,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']"
479,SOB X RBE,SOB X RBE,https://open.spotify.com/artist/2TImI3DW7o5MdRXJs4D37h,2TImI3DW7o5MdRXJs4D37h,"['cali rap', 'trap music', 'vapor trap', 'west coast trap']"
480,Jorja Smith,Jorja Smith,https://open.spotify.com/artist/1CoZyIx7UvdxT5c8UkMzHd,1CoZyIx7UvdxT5c8UkMzHd,"['pop', 'r&b', 'uk contemporary r&b']"
481,Ab-Soul,Ab-Soul,https://open.spotify.com/artist/0g9vAlRPK9Gt3FKCekk4TW,0g9vAlRPK9Gt3FKCekk4TW,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']"
482,Zacari,Zacari,https://open.spotify.com/artist/3qBKjEOanahMxlRojwCzhI,3qBKjEOanahMxlRojwCzhI,"['alternative r&b', 'gqom']"
483,Mozzy,Mozzy,https://open.spotify.com/artist/4AA474G2hRfrHyGrfyDseO,4AA474G2hRfrHyGrfyDseO,"['cali rap', 'trap music', 'west coast trap']"
484,MC Loma e As GÃªmeas LacraÃ§Ã£o,,,,
485,Sofia Reyes,Sofia Reyes,https://open.spotify.com/artist/0haZhu4fFKt0Ag94kZDiz2,0haZhu4fFKt0Ag94kZDiz2,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
486,Reik,Reik,https://open.spotify.com/artist/0vR2qb8m9WHeZ5ByCbimq2,0vR2qb8m9WHeZ5ByCbimq2,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop', 'reggaeton']"
487,Tom Walker,Tom Walker,https://open.spotify.com/artist/7z2avKuuiMAT4XZJFv8Rvh,7z2avKuuiMAT4XZJFv8Rvh,"['indie anthem-folk', 'pop']"
488,A$AP Rocky,A$AP Rocky,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,13ubrt8QOOCPljQ2FL1Kca,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
489,Glades,Glades,https://open.spotify.com/artist/14rP13jdQNgQvuPA2AkBgm,14rP13jdQNgQvuPA2AkBgm,"['australian pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'metropopolis', 'vapor soul']"
490,5 Seconds of Summer,5 Seconds of Summer,https://open.spotify.com/artist/5Rl15oVamLq7FbSb0NNBNy,5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
491,Janelle MonÃ¡e,,,,
492,Mau y Ricky,Mau y Ricky,https://open.spotify.com/artist/2wkoKEfS6dXwThbyTnZWFU,2wkoKEfS6dXwThbyTnZWFU,"['latin', 'latin pop', 'pop']"
493,Tory Lanez,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap music']"
494,j-hope,j-hope,https://open.spotify.com/artist/0b1sIQumIAsNbqAoIClSpy,0b1sIQumIAsNbqAoIClSpy,"['k-hop', 'k-pop']"
495,Swae Lee,,,,
496,Years & Years,Years & Years,https://open.spotify.com/artist/5vBSrE1xujD2FXYRarbAXc,5vBSrE1xujD2FXYRarbAXc,"['dance pop', 'gauze pop', 'pop', 'tropical house', 'uk pop']"
497,HRVY,HRVY,https://open.spotify.com/artist/28y6CyJNkGNjJQKrlx4AmN,28y6CyJNkGNjJQKrlx4AmN,"['australian pop', 'pop', 'post-teen pop']"
498,Dennis Lloyd,Dennis Lloyd,https://open.spotify.com/artist/3EOEK57CV77D4ovYVcmiyt,3EOEK57CV77D4ovYVcmiyt,['israeli pop']
499,DJ A1,DJ A1,https://open.spotify.com/artist/76STnzdGp9dpBe7nX7rQB2,76STnzdGp9dpBe7nX7rQB2,[]
500,King Princess,King Princess,https://open.spotify.com/artist/6beUvFUlKliUYJdLOXNj9C,6beUvFUlKliUYJdLOXNj9C,"['dance pop', 'electropop', 'indie cafe pop', 'nyc pop', 'pop']"
501,Lil Dicky,Lil Dicky,https://open.spotify.com/artist/1tqhsYv8yBBdwANFNzHtcr,1tqhsYv8yBBdwANFNzHtcr,"['pop rap', 'rap']"
502,Khea,Khea,https://open.spotify.com/artist/4m6ubhNsdwF4psNf3R8kwR,4m6ubhNsdwF4psNf3R8kwR,"['argentine hip hop', 'trap argentino']"
503,Panic! At The Disco,Panic! At The Disco,https://open.spotify.com/artist/20JZFwl6HVl6yg8a4H3ZqK,20JZFwl6HVl6yg8a4H3ZqK,"['baroque pop', 'emo', 'modern rock', 'pop punk']"
504,Madison Beer,Madison Beer,https://open.spotify.com/artist/2kRfqPViCqYdSGhYSM9R0Q,2kRfqPViCqYdSGhYSM9R0Q,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'r&b']"
505,Dan + Shay,Dan + Shay,https://open.spotify.com/artist/7z5WFjZAIYejWy0NI5lv4T,7z5WFjZAIYejWy0NI5lv4T,['contemporary country']
506,Hayley Kiyoko,Hayley Kiyoko,https://open.spotify.com/artist/3LjhVl7GzYsza1biQjTpaN,3LjhVl7GzYsza1biQjTpaN,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']"
507,ZÃ© Neto & Cristiano,,,,
508,Poo Bear,Poo Bear,https://open.spotify.com/artist/3JXpwnHbLvXxY99EuXqFPX,3JXpwnHbLvXxY99EuXqFPX,['deep pop r&b']
509,Bomba EstÃ©reo,,,,
510,NOTD,NOTD,https://open.spotify.com/artist/5jAMCwdNHWr7JThxtMuEyy,5jAMCwdNHWr7JThxtMuEyy,"['australian pop', 'dance pop', 'edm', 'electropop', 'pop', 'pop edm', 'post-teen pop', 'tropical house']"
511,Florence + The Machine,Florence + The Machine,https://open.spotify.com/artist/1moxjboGR7GNWYIMWsRjgG,1moxjboGR7GNWYIMWsRjgG,"['baroque pop', 'chamber pop', 'dance pop', 'folk-pop', 'pop', 'rawstyle', 'uk alternative pop']"
512,Nio Garcia,Nio Garcia,https://open.spotify.com/artist/5hdhHgpxyniooUiQVaPxQ0,5hdhHgpxyniooUiQVaPxQ0,"['latin', 'latin hip hop', 'reggaeton flow', 'tropical']"
513,Jorge & Mateus,Jorge & Mateus,https://open.spotify.com/artist/1elUiq4X7pxej6FRlrEzjM,1elUiq4X7pxej6FRlrEzjM,"['sertanejo', 'sertanejo universitario']"
514,MC Kekel,MC Kekel,https://open.spotify.com/artist/2ZXnTEyYopSLCDiz5Z0XIf,2ZXnTEyYopSLCDiz5Z0XIf,"['baile pop', 'funk carioca', 'funk ostentacao']"
515,Leslie Grace,Leslie Grace,https://open.spotify.com/artist/6BeO1KuAWBqFriL1mLHtNc,6BeO1KuAWBqFriL1mLHtNc,"['bachata', 'latin', 'latin pop', 'tropical']"
516,Billie Eilish,Billie Eilish,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,6qqNVTkY8uBg9cP3Jd7DAH,"['electropop', 'pop']"
517,Capo Plaza,Capo Plaza,https://open.spotify.com/artist/5SulO4l40qDuV9zUGLZx7n,5SulO4l40qDuV9zUGLZx7n,['italian hip hop']
518,Seeb,Seeb,https://open.spotify.com/artist/5iNrZmtVMtYev5M9yoWpEq,5iNrZmtVMtYev5M9yoWpEq,"['dance pop', 'edm', 'norwegian pop', 'pop', 'pop edm', 'tropical house']"
519,Tim Berg,Tim Berg,https://open.spotify.com/artist/7iLc4hrjOjQPfg1E3cCHg1,7iLc4hrjOjQPfg1E3cCHg1,"['big room', 'edm', 'progressive electro house']"
520,Banx & Ranx,Banx & Ranx,https://open.spotify.com/artist/2uFC1dAj5b0YU7vulKNZ0p,2uFC1dAj5b0YU7vulKNZ0p,['basshall']
521,Mason Ramsey,Mason Ramsey,https://open.spotify.com/artist/6xvpfMjWTougrRRtK7iikz,6xvpfMjWTougrRRtK7iikz,['country']
522,Capital Bra,Capital Bra,https://open.spotify.com/artist/4WZGDpNwrC0vNQyl9QzF7d,4WZGDpNwrC0vNQyl9QzF7d,['german hip hop']
523,Gzuz,Gzuz,https://open.spotify.com/artist/5eioJDe26lOqkAMbuhzZYs,5eioJDe26lOqkAMbuhzZYs,"['deep german hip hop', 'german hip hop', 'hamburg hip hop']"
524,MC MM,MC MM,https://open.spotify.com/artist/3a5ydeAaojKa3CHWe5PVWK,3a5ydeAaojKa3CHWe5PVWK,"['baile pop', 'funk carioca', 'funk ostentacao']"
525,MC WM,MC WM,https://open.spotify.com/artist/14D0I0RYqvIorkPL2EWoQh,14D0I0RYqvIorkPL2EWoQh,"['baile pop', 'funk carioca', 'funk ostentacao']"
526,Paulo Londra,Paulo Londra,https://open.spotify.com/artist/3vQ0GE3mI0dAaxIMYe5g7z,3vQ0GE3mI0dAaxIMYe5g7z,"['argentine hip hop', 'trap argentino', 'trap latino']"
527,Charlie Charles,Charlie Charles,https://open.spotify.com/artist/1UCxzrM5WJh9ure5vCcsim,1UCxzrM5WJh9ure5vCcsim,['italian hip hop']
528,Christina Aguilera,Christina Aguilera,https://open.spotify.com/artist/1l7ZsJRRS8wlW3WfJfPfNS,1l7ZsJRRS8wlW3WfJfPfNS,"['australian pop', 'dance pop', 'europop', 'pop', 'post-teen pop', 'r&b']"
529,Jess Glynne,Jess Glynne,https://open.spotify.com/artist/4ScCswdRlyA23odg9thgIO,4ScCswdRlyA23odg9thgIO,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']"
530,J-AX,J-AX,https://open.spotify.com/artist/2iK8weavvfS2xJCmzNzNE5,2iK8weavvfS2xJCmzNzNE5,"['italian arena pop', 'italian hip hop', 'italian pop']"
531,Alvaro Soler,Alvaro Soler,https://open.spotify.com/artist/2urF8dgLVfDjunO0pcHUEe,2urF8dgLVfDjunO0pcHUEe,['latin pop']
532,Arctic Monkeys,Arctic Monkeys,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,7Ln80lUS6He07XvHI8qqHH,"['garage rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
533,Dark Polo Gang,Dark Polo Gang,https://open.spotify.com/artist/4CuMwzDzEdlUJMEna38VQ0,4CuMwzDzEdlUJMEna38VQ0,"['italian alternative', 'italian hip hop', 'trap italiana']"
534,Juice WRLD,Juice WRLD,https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,4MCBfE4596Uoi2O4DtmEMz,"['chicago rap', 'trap music']"
535,Netta,Netta,https://open.spotify.com/artist/4Z4afeDmHFxPmJorIwupbZ,4Z4afeDmHFxPmJorIwupbZ,"['eurovision', 'israeli pop']"
536,Eleni Foureira,Eleni Foureira,https://open.spotify.com/artist/39E15l8zeCDYpSZwFNX4G2,39E15l8zeCDYpSZwFNX4G2,"['eurovision', 'greek pop', 'laiko']"
537,Mikolas Josef,Mikolas Josef,https://open.spotify.com/artist/6Kz7MXIUFMtp5Ts91lagtR,6Kz7MXIUFMtp5Ts91lagtR,"['czech pop', 'eurovision']"
538,Michael Schulte,Michael Schulte,https://open.spotify.com/artist/21aa4pj9BvbFB2iT8kRpnq,21aa4pj9BvbFB2iT8kRpnq,"['german pop', 'indie cafe pop', 'viral pop']"
539,Benjamin Ingrosso,Benjamin Ingrosso,https://open.spotify.com/artist/7jEEE187pVG6InOxn03oA5,7jEEE187pVG6InOxn03oA5,['swedish pop']
540,Tee Grizzley,Tee Grizzley,https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO,6AUl0ykLLpvTktob97x9hO,"['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
541,Lil Baby,Lil Baby,https://open.spotify.com/artist/5f7VJjfbwm532GiveGC0ZK,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap music']"
542,Luis Miguel,Luis Miguel,https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW,2nszmSgqreHSdJA3zWPyrW,"['bolero', 'latin', 'latin pop']"
543,TiÃ«sto,,,,
544,Aldair Playboy,Aldair Playboy,https://open.spotify.com/artist/6LjdKBMnP1Da8Oe6WhrN56,6LjdKBMnP1Da8Oe6WhrN56,"['brega funk', 'forro', 'funk carioca', 'sertanejo pop']"
545,Loud Luxury,Loud Luxury,https://open.spotify.com/artist/6t1gpxYbY8OlLA7D2RiikQ,6t1gpxYbY8OlLA7D2RiikQ,"['dance pop', 'edm', 'house', 'pop', 'tropical house']"
546,Pusha T,Pusha T,https://open.spotify.com/artist/0ONHkAv9pCAFxb0zJwDNTy,0ONHkAv9pCAFxb0zJwDNTy,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']"
547,Matheus & Kauan,Matheus & Kauan,https://open.spotify.com/artist/2Z0lRIqr997lIUiPtrpKCr,2Z0lRIqr997lIUiPtrpKCr,"['pop nacional', 'sertanejo universitario']"
548,Wesley SafadÃ£o,,,,
549,The 1975,The 1975,https://open.spotify.com/artist/3mIj9lX2MWuHmhNCA7LSCW,3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']"
550,Florida Georgia Line,Florida Georgia Line,https://open.spotify.com/artist/3b8QkneNDz4JHKKKlLgYZg,3b8QkneNDz4JHKKKlLgYZg,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
551,KIDS SEE GHOSTS,KIDS SEE GHOSTS,https://open.spotify.com/artist/2hPgGN4uhvXAxiXQBIXOmE,2hPgGN4uhvXAxiXQBIXOmE,"['hip hop', 'pop rap', 'rap']"
552,Summer Cem,Summer Cem,https://open.spotify.com/artist/3drqpTL4sQOckmAfF9i1wg,3drqpTL4sQOckmAfF9i1wg,['german hip hop']
553,MC Bruninho,MC Bruninho,https://open.spotify.com/artist/3shPgAzHMyRwWOkXeoWKeB,3shPgAzHMyRwWOkXeoWKeB,"['brega funk', 'funk carioca', 'funk ostentacao']"
554,Louis The Child,Louis The Child,https://open.spotify.com/artist/7wg1qvie3KqDNQbAkTdbX0,7wg1qvie3KqDNQbAkTdbX0,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul']"
555,Damso,Damso,https://open.spotify.com/artist/2UwqpfQtNuhBwviIC0f2ie,2UwqpfQtNuhBwviIC0f2ie,"['belgian hip hop', 'french hip hop', 'rap conscient', 'trap francais']"
556,BLACKPINK,BLACKPINK,https://open.spotify.com/artist/41MozSoPIsD1dJM0CLPjZF,41MozSoPIsD1dJM0CLPjZF,"['j-pop girl group', 'k-pop', 'k-pop girl group']"
557,Nas,,,,
558,Ella Mai,Ella Mai,https://open.spotify.com/artist/7HkdQ0gt53LP4zmHsL0nap,7HkdQ0gt53LP4zmHsL0nap,"['pop', 'post-teen pop', 'r&b', 'uk contemporary r&b']"
559,The Carters,The Carters,https://open.spotify.com/artist/4fpTMHe34LC5t3h5ztK8qu,4fpTMHe34LC5t3h5ztK8qu,"['pop', 'pop rap', 'r&b', 'urban contemporary']"
560,PNL,PNL,https://open.spotify.com/artist/3NH8t45zOTqzlZgBvZRjvB,3NH8t45zOTqzlZgBvZRjvB,"['french hip hop', 'trap francais']"
561,Ludmilla,Ludmilla,https://open.spotify.com/artist/3CDoRporvSjdzTrm99a3gi,3CDoRporvSjdzTrm99a3gi,"['baile pop', 'funk carioca', 'funk das antigas']"
562,Alec Benjamin,Alec Benjamin,https://open.spotify.com/artist/5IH6FPUwQTxPSXurCrcIov,5IH6FPUwQTxPSXurCrcIov,['pop']
563,YG,YG,https://open.spotify.com/artist/0A0FS04o6zMoto8OKPsDwY,0A0FS04o6zMoto8OKPsDwY,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
564,Brytiago,Brytiago,https://open.spotify.com/artist/00XhexlJEXQstHimpZN910,00XhexlJEXQstHimpZN910,"['latin', 'reggaeton flow', 'trap latino', 'tropical']"
565,OMI,OMI,https://open.spotify.com/artist/5MouCg6ta7zAxsfMEbc1uh,5MouCg6ta7zAxsfMEbc1uh,"['dance pop', 'tropical house']"
566,Dynoro,Dynoro,https://open.spotify.com/artist/3v6Ji4uoWtKRkhuDUaxi9n,3v6Ji4uoWtKRkhuDUaxi9n,['edm']
567,Bushido,Bushido,https://open.spotify.com/artist/3c96G4d2lUOxhomM2mby5S,3c96G4d2lUOxhomM2mby5S,"['deep german hip hop', 'german hip hop']"
568,"Baddiel, Skinner & Lightning Seeds","Baddiel, Skinner & Lightning Seeds",https://open.spotify.com/artist/3LtYMPncqtiugGwOuuLq3h,3LtYMPncqtiugGwOuuLq3h,[]
569,Meek Mill,Meek Mill,https://open.spotify.com/artist/20sxb77xiYeusSH8cVdatc,20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
570,Justin Quiles,Justin Quiles,https://open.spotify.com/artist/14zUHaJZo1mnYtn6IBRaRP,14zUHaJZo1mnYtn6IBRaRP,"['latin', 'reggaeton', 'reggaeton flow', 'tropical']"
571,Street Rappers,,,,
572,benny blanco,benny blanco,https://open.spotify.com/artist/5CiGnKThu5ctn9pBxv7DGa,5CiGnKThu5ctn9pBxv7DGa,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']"
573,ThalÃ­a,,,,
574,Alex Rose,Alex Rose,https://open.spotify.com/artist/2DspEsT7UXGKd2VaaedgG4,2DspEsT7UXGKd2VaaedgG4,"['reggaeton flow', 'trap latino']"
575,Rvssian,Rvssian,https://open.spotify.com/artist/1fctva4kpRbg2k3v7kwRuS,1fctva4kpRbg2k3v7kwRuS,"['latin hip hop', 'reggaeton flow', 'trap latino']"
576,El Profesor,El Profesor,https://open.spotify.com/artist/2gTcdmBwgyh3EORKIXCzlw,2gTcdmBwgyh3EORKIXCzlw,['house']
577,Dean Lewis,Dean Lewis,https://open.spotify.com/artist/3QSQFmccmX81fWCUSPTS7y,3QSQFmccmX81fWCUSPTS7y,"['australian pop', 'pop']"
578,Aitana,Aitana,https://open.spotify.com/artist/7eLcDZDYHXZCebtQmVFL25,7eLcDZDYHXZCebtQmVFL25,"['latin pop', 'latin talent show', 'spanish pop']"
579,Kris Kross Amsterdam,Kris Kross Amsterdam,https://open.spotify.com/artist/4LcUpNlXFEleaLlelmkv2R,4LcUpNlXFEleaLlelmkv2R,"['dutch house', 'dutch pop', 'tropical house']"
580,DJ Durel,DJ Durel,https://open.spotify.com/artist/1MHslxKWxauC559dXYEX1C,1MHslxKWxauC559dXYEX1C,['trap music']
581,Don Khuma,,,,
582,TrÃ­o Los Josefinos,,,,
583,Tropijazz,,,,
584,Bonez MC,Bonez MC,https://open.spotify.com/artist/1aS5tqEs9ci5P9KD9tZWa6,1aS5tqEs9ci5P9KD9tZWa6,"['german hip hop', 'hamburg hip hop']"
585,Robyn,Robyn,https://open.spotify.com/artist/6UE7nl9mha6s8z0wFQFIZ2,6UE7nl9mha6s8z0wFQFIZ2,"['dance pop', 'electropop', 'pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']"
586,Mac Miller,Mac Miller,https://open.spotify.com/artist/4LLpKhyESsyAXpc4laK94U,4LLpKhyESsyAXpc4laK94U,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']"
587,Smokepurpp,Smokepurpp,https://open.spotify.com/artist/21dooacK2WGBB5amYvKyfM,21dooacK2WGBB5amYvKyfM,"['miami hip hop', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']"
588,Quavo,Quavo,https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5,0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
589,Sheck Wes,Sheck Wes,https://open.spotify.com/artist/2RDOrhPqAM4jzTRCEb19qX,2RDOrhPqAM4jzTRCEb19qX,"['rap', 'trap music', 'underground hip hop', 'vapor trap']"
590,Armin van Buuren,Armin van Buuren,https://open.spotify.com/artist/0SfsnGyD8FpIN4U4WCkBZ5,0SfsnGyD8FpIN4U4WCkBZ5,"['edm', 'progressive house', 'progressive trance', 'trance']"
591,Lele Pons,Lele Pons,https://open.spotify.com/artist/6i3DxIlAqnDkwELLw4aVrx,6i3DxIlAqnDkwELLw4aVrx,['viral pop']
592,a-ha,a-ha,https://open.spotify.com/artist/2jzc5TC5TVFLXQlBNiIUzE,2jzc5TC5TVFLXQlBNiIUzE,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
593,Bring Me The Horizon,Bring Me The Horizon,https://open.spotify.com/artist/1Ffb6ejR6Fe5IamqA5oRUF,1Ffb6ejR6Fe5IamqA5oRUF,"['melodic metalcore', 'metalcore', 'rock', 'screamo', 'uk metalcore']"
594,Bas,Bas,https://open.spotify.com/artist/70gP6Ry4Uo0Yx6uzPIdaiJ,70gP6Ry4Uo0Yx6uzPIdaiJ,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'underground hip hop']"
595,Bryce Vine,Bryce Vine,https://open.spotify.com/artist/1ShZZUjkbXCjhwrb18BA8I,1ShZZUjkbXCjhwrb18BA8I,"['pop', 'pop rap']"
596,Why Don't We,Why Don't We,https://open.spotify.com/artist/2jnIB6XdLvnJUeNTy5A0J2,2jnIB6XdLvnJUeNTy5A0J2,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'teen pop']"
597,Paul Rosenberg,,,,
598,Lil Mosey,Lil Mosey,https://open.spotify.com/artist/5zctI4wO9XSKS8XwcnqEHk,5zctI4wO9XSKS8XwcnqEHk,"['rap conscient', 'trap music', 'vapor trap']"
599,Social House,Social House,https://open.spotify.com/artist/5UjifI1TYefXWn9GdqDOHl,5UjifI1TYefXWn9GdqDOHl,['pop rap']
600,Silk City,Silk City,https://open.spotify.com/artist/2X97ZAqRKRMYFIDqtvGgGc,2X97ZAqRKRMYFIDqtvGgGc,"['edm', 'house', 'tropical house']"
601,Frenna,Frenna,https://open.spotify.com/artist/6m1LYS5NQonxjOcQFPQOb5,6m1LYS5NQonxjOcQFPQOb5,"['dutch hip hop', 'dutch pop']"
602,Flipp Dinero,Flipp Dinero,https://open.spotify.com/artist/2HUwZ0kumzCSlhFcjFZfpp,2HUwZ0kumzCSlhFcjFZfpp,"['rap', 'trap music', 'underground hip hop', 'vapor trap']"
603,Gue Pequeno,Gue Pequeno,https://open.spotify.com/artist/7F2utINZ6tSokSiZTQBE27,7F2utINZ6tSokSiZTQBE27,['italian hip hop']
604,Joji,Joji,https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq,3MZsBdqDrRTJihTHQrO6Dq,"['alternative r&b', 'viral pop']"
605,Loredana,Loredana,https://open.spotify.com/artist/2Im8m4STDBosjfmb5hmP80,2Im8m4STDBosjfmb5hmP80,['german hip hop']
606,MarÃ­lia MendonÃ§a,,,,
607,GASHI,GASHI,https://open.spotify.com/artist/0JOxt5QOwq0czoJxvSc5hS,0JOxt5QOwq0czoJxvSc5hS,"['trap music', 'trap soul']"
608,Mumford & Sons,Mumford & Sons,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2,3gd8FJtBJtkRxdfbTu19U2,"['folk-pop', 'modern rock', 'stomp and holler', 'uk americana']"
609,Farid Bang,Farid Bang,https://open.spotify.com/artist/2JwyRtuXf2l6sTnSnGVIa1,2JwyRtuXf2l6sTnSnGVIa1,['german hip hop']
610,BROCKHAMPTON,BROCKHAMPTON,https://open.spotify.com/artist/1Bl6wpkWCQ4KVgnASpvzzA,1Bl6wpkWCQ4KVgnASpvzzA,"['boy band', 'hip hop', 'pop rap', 'rap']"
611,Avril Lavigne,Avril Lavigne,https://open.spotify.com/artist/0p4nmQO2msCgU4IF37Wi3j,0p4nmQO2msCgU4IF37Wi3j,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
612,Veysel,Veysel,https://open.spotify.com/artist/4VuARVJiWGsH2msKTdsKdQ,4VuARVJiWGsH2msKTdsKdQ,"['albanian hip hop', 'deep german hip hop', 'german hip hop']"
613,Ava Max,Ava Max,https://open.spotify.com/artist/4npEfmQ6YuiwW1GpUmaq3F,4npEfmQ6YuiwW1GpUmaq3F,"['dance pop', 'pop', 'post-teen pop']"
614,Lauren Daigle,Lauren Daigle,https://open.spotify.com/artist/40LHVA5BTQp9RxHOQ9JPYj,40LHVA5BTQp9RxHOQ9JPYj,"['ccm', 'christian music', 'worship']"
615,Anderson .Paak,Anderson .Paak,https://open.spotify.com/artist/3jK9MiCrA42lLAdMGUZpwa,3jK9MiCrA42lLAdMGUZpwa,['escape room']
616,Gunna,Gunna,https://open.spotify.com/artist/2hlmm7s2ICUX0LVIhVFlZQ,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap music']"
617,Bryant Myers,Bryant Myers,https://open.spotify.com/artist/6w9ToX5slZ4uIdmD17hJ3c,6w9ToX5slZ4uIdmD17hJ3c,"['latin', 'reggaeton flow', 'trap latino', 'tropical']"
618,Marc Anthony,Marc Anthony,https://open.spotify.com/artist/4wLXwxDeWQ8mtUIRPxGiD6,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']"
619,Kevin Roldan,Kevin Roldan,https://open.spotify.com/artist/1RBzGO6Nm3uyhUSxP7EDWO,1RBzGO6Nm3uyhUSxP7EDWO,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
620,KitschKrieg,KitschKrieg,https://open.spotify.com/artist/5tHiL8SKSaZGMBUPIiSmX4,5tHiL8SKSaZGMBUPIiSmX4,['german hip hop']
621,RM,RM,https://open.spotify.com/artist/2auC28zjQyVTsiZKNgPRGs,2auC28zjQyVTsiZKNgPRGs,"['k-hop', 'k-pop']"
622,Lauren Jauregui,Lauren Jauregui,https://open.spotify.com/artist/3J0BpFVUc9LeOIVeN5uNhU,3J0BpFVUc9LeOIVeN5uNhU,['r&b']
623,Normani,Normani,https://open.spotify.com/artist/2cWZOOzeOm4WmBJRnD5R7I,2cWZOOzeOm4WmBJRnD5R7I,"['pop', 'post-teen pop', 'r&b']"
624,Takeoff,Takeoff,https://open.spotify.com/artist/3EW0kQ1skZiK1NHg3Spt9J,3EW0kQ1skZiK1NHg3Spt9J,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
625,Felipe AraÃºjo,,,,
626,Morat,Morat,https://open.spotify.com/artist/5C4PDR4LnhZTbVnKWXuDKD,5C4PDR4LnhZTbVnKWXuDKD,"['colombian pop', 'latin pop']"
