danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.812,0.749,0,-6.296,1,0.0881,0.2,0.00124,0.15,0.773,139.962,audio_features,2SRVj6ceeIffVEm9NFyRHI,spotify:track:2SRVj6ceeIffVEm9NFyRHI,https://api.spotify.com/v1/tracks/2SRVj6ceeIffVEm9NFyRHI,https://api.spotify.com/v1/audio-analysis/2SRVj6ceeIffVEm9NFyRHI,208795,4
0.856,0.82,1,-3.813,1,0.0962,0.0226,0,0.168,0.723,146.009,audio_features,7q8cy4uoA2itYATsKeXhcq,spotify:track:7q8cy4uoA2itYATsKeXhcq,https://api.spotify.com/v1/tracks/7q8cy4uoA2itYATsKeXhcq,https://api.spotify.com/v1/audio-analysis/7q8cy4uoA2itYATsKeXhcq,170959,4
0.805,0.924,7,-5.883,0,0.0439,0.391,0.00448,0.0902,0.836,139.976,audio_features,4UOXo3xWnxYdTf3sFyRaUG,spotify:track:4UOXo3xWnxYdTf3sFyRaUG,https://api.spotify.com/v1/tracks/4UOXo3xWnxYdTf3sFyRaUG,https://api.spotify.com/v1/audio-analysis/4UOXo3xWnxYdTf3sFyRaUG,181971,4
0.641,0.561,4,-5.856,1,0.0355,0.12,0.0021,0.358,0.678,111.938,audio_features,6gFtgkh8ShkrJn52Cbdhxy,spotify:track:6gFtgkh8ShkrJn52Cbdhxy,https://api.spotify.com/v1/tracks/6gFtgkh8ShkrJn52Cbdhxy,https://api.spotify.com/v1/audio-analysis/6gFtgkh8ShkrJn52Cbdhxy,282613,4
0.669,0.54,11,-8.118,1,0.5,0.269,0,0.0982,0.415,150.18,audio_features,16QjPRt5HYK0dnLGmGRCvf,spotify:track:16QjPRt5HYK0dnLGmGRCvf,https://api.spotify.com/v1/tracks/16QjPRt5HYK0dnLGmGRCvf,https://api.spotify.com/v1/audio-analysis/16QjPRt5HYK0dnLGmGRCvf,174662,4
0.661,0.52,11,-8.367,0,0.028,0.256,0.0246,0.105,0.427,127.089,audio_features,5INKIG4QNuD4xq7qZcfPzp,spotify:track:5INKIG4QNuD4xq7qZcfPzp,https://api.spotify.com/v1/tracks/5INKIG4QNuD4xq7qZcfPzp,https://api.spotify.com/v1/audio-analysis/5INKIG4QNuD4xq7qZcfPzp,330987,4
0.653,0.684,7,-7.052,0,0.199,0.0615,0.000387,0.27,0.355,110.049,audio_features,7daBwTiPNOVgoMUG4SICgh,spotify:track:7daBwTiPNOVgoMUG4SICgh,https://api.spotify.com/v1/tracks/7daBwTiPNOVgoMUG4SICgh,https://api.spotify.com/v1/audio-analysis/7daBwTiPNOVgoMUG4SICgh,198360,4
0.615,0.677,5,-7.906,0,0.363,0.231,0,0.543,0.608,170.117,audio_features,4Bj3usjRTckEJARO0dLbDf,spotify:track:4Bj3usjRTckEJARO0dLbDf,https://api.spotify.com/v1/tracks/4Bj3usjRTckEJARO0dLbDf,https://api.spotify.com/v1/audio-analysis/4Bj3usjRTckEJARO0dLbDf,209232,4
0.886,0.559,6,-7.206,1,0.37,0.129,0,0.0725,0.555,109.985,audio_features,0p0jvYdazuWBMC8QacxpUH,spotify:track:0p0jvYdazuWBMC8QacxpUH,https://api.spotify.com/v1/tracks/0p0jvYdazuWBMC8QacxpUH,https://api.spotify.com/v1/audio-analysis/0p0jvYdazuWBMC8QacxpUH,157199,4
0.652,0.897,7,-4.481,0,0.036,0.293,0,0.0722,0.475,114.033,audio_features,1wsLHgXJ4SKIfd5ePSX1hD,spotify:track:1wsLHgXJ4SKIfd5ePSX1hD,https://api.spotify.com/v1/tracks/1wsLHgXJ4SKIfd5ePSX1hD,https://api.spotify.com/v1/audio-analysis/1wsLHgXJ4SKIfd5ePSX1hD,193377,4
0.716,0.575,0,-6.209,1,0.0368,0.0948,0.000257,0.0829,0.797,85.937,audio_features,1CDVadnneswMxi6gBqJTtC,spotify:track:1CDVadnneswMxi6gBqJTtC,https://api.spotify.com/v1/tracks/1CDVadnneswMxi6gBqJTtC,https://api.spotify.com/v1/audio-analysis/1CDVadnneswMxi6gBqJTtC,172560,4
0.819,0.481,1,-6.67,1,0.415,0.348,0,0.122,0.279,129.97,audio_features,3F57PtOdqRpD6euFYqtKXX,spotify:track:3F57PtOdqRpD6euFYqtKXX,https://api.spotify.com/v1/tracks/3F57PtOdqRpD6euFYqtKXX,https://api.spotify.com/v1/audio-analysis/3F57PtOdqRpD6euFYqtKXX,145060,4
0.788,0.726,5,-4.9,0,0.198,0.0413,0,0.121,0.488,144.983,audio_features,2Am26UXisQ91vBLYdqd7Pa,spotify:track:2Am26UXisQ91vBLYdqd7Pa,https://api.spotify.com/v1/tracks/2Am26UXisQ91vBLYdqd7Pa,https://api.spotify.com/v1/audio-analysis/2Am26UXisQ91vBLYdqd7Pa,211853,4
0.748,0.749,8,-7.645,1,0.364,0.432,0.000118,0.0971,0.386,101.95,audio_features,4XHP5B63UsW0GniEx7oMHu,spotify:track:4XHP5B63UsW0GniEx7oMHu,https://api.spotify.com/v1/tracks/4XHP5B63UsW0GniEx7oMHu,https://api.spotify.com/v1/audio-analysis/4XHP5B63UsW0GniEx7oMHu,188435,4
0.665,0.585,10,-5.077,0,0.366,0.044,0,0.0789,0.658,158.953,audio_features,5nzhL67GpF9szXWg5y509A,spotify:track:5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/tracks/5nzhL67GpF9szXWg5y509A,https://api.spotify.com/v1/audio-analysis/5nzhL67GpF9szXWg5y509A,203881,4
0.671,0.557,11,-7.71,0,0.234,0.558,0,0.101,0.414,93.996,audio_features,4JxvECbZ3Oes1eUrmhQNSH,spotify:track:4JxvECbZ3Oes1eUrmhQNSH,https://api.spotify.com/v1/tracks/4JxvECbZ3Oes1eUrmhQNSH,https://api.spotify.com/v1/audio-analysis/4JxvECbZ3Oes1eUrmhQNSH,158555,4
0.506,0.379,4,-11.64,0,0.0334,0.726,0.00458,0.0956,0.299,134.985,audio_features,5HCXMBxZIVaVLXpyoqPM3g,spotify:track:5HCXMBxZIVaVLXpyoqPM3g,https://api.spotify.com/v1/tracks/5HCXMBxZIVaVLXpyoqPM3g,https://api.spotify.com/v1/audio-analysis/5HCXMBxZIVaVLXpyoqPM3g,280493,4
0.815,0.65,1,-7.031,1,0.189,0.171,1.97e-05,0.12,0.352,109.88,audio_features,6Cy4jkukjKnIqGYkU7xCeF,spotify:track:6Cy4jkukjKnIqGYkU7xCeF,https://api.spotify.com/v1/tracks/6Cy4jkukjKnIqGYkU7xCeF,https://api.spotify.com/v1/audio-analysis/6Cy4jkukjKnIqGYkU7xCeF,159127,4
0.624,0.72,11,-5.894,1,0.139,0.118,0,0.54,0.354,100.613,audio_features,4T7cJdrTRqOBESPYfvfj2x,spotify:track:4T7cJdrTRqOBESPYfvfj2x,https://api.spotify.com/v1/tracks/4T7cJdrTRqOBESPYfvfj2x,https://api.spotify.com/v1/audio-analysis/4T7cJdrTRqOBESPYfvfj2x,196448,5
0.636,0.7,4,-6.445,0,0.0417,0.122,0.000284,0.126,0.237,115.948,audio_features,3uMpllxUKlpuXHczoHJ0U5,spotify:track:3uMpllxUKlpuXHczoHJ0U5,https://api.spotify.com/v1/tracks/3uMpllxUKlpuXHczoHJ0U5,https://api.spotify.com/v1/audio-analysis/3uMpllxUKlpuXHczoHJ0U5,232124,4
0.583,0.662,0,-6.025,1,0.156,0.00541,1.96e-06,0.284,0.636,150.305,audio_features,0qbfdprRS71e9up5pOmbQo,spotify:track:0qbfdprRS71e9up5pOmbQo,https://api.spotify.com/v1/tracks/0qbfdprRS71e9up5pOmbQo,https://api.spotify.com/v1/audio-analysis/0qbfdprRS71e9up5pOmbQo,199707,4
0.553,0.502,0,-5.972,1,0.0409,0.299,0,0.764,0.296,129.976,audio_features,74iZuPGwyL33VlTr6jTnab,spotify:track:74iZuPGwyL33VlTr6jTnab,https://api.spotify.com/v1/tracks/74iZuPGwyL33VlTr6jTnab,https://api.spotify.com/v1/audio-analysis/74iZuPGwyL33VlTr6jTnab,210200,4
0.681,0.709,3,-5.808,1,0.0371,0.29,0,0.0979,0.456,114.02,audio_features,4M3FO0ji6Lc8vwD1sgf1nc,spotify:track:4M3FO0ji6Lc8vwD1sgf1nc,https://api.spotify.com/v1/tracks/4M3FO0ji6Lc8vwD1sgf1nc,https://api.spotify.com/v1/audio-analysis/4M3FO0ji6Lc8vwD1sgf1nc,193320,4
0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,audio_features,116H0KvKr2Zl4RPuVBruDO,spotify:track:116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4
0.856,0.728,7,-3.497,1,0.0916,0.135,1e-06,0.2,0.797,89.999,audio_features,0sPTfDSZgE3KvcvqaKPtEx,spotify:track:0sPTfDSZgE3KvcvqaKPtEx,https://api.spotify.com/v1/tracks/0sPTfDSZgE3KvcvqaKPtEx,https://api.spotify.com/v1/audio-analysis/0sPTfDSZgE3KvcvqaKPtEx,181093,4
0.817,0.74,11,-4.566,0,0.283,0.266,0,0.0992,0.674,130.04,audio_features,2wRkBumdItthjYP9XknImg,spotify:track:2wRkBumdItthjYP9XknImg,https://api.spotify.com/v1/tracks/2wRkBumdItthjYP9XknImg,https://api.spotify.com/v1/audio-analysis/2wRkBumdItthjYP9XknImg,215151,4
0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,audio_features,1DcxnVNFAyVl2sDQ646pXS,spotify:track:1DcxnVNFAyVl2sDQ646pXS,https://api.spotify.com/v1/tracks/1DcxnVNFAyVl2sDQ646pXS,https://api.spotify.com/v1/audio-analysis/1DcxnVNFAyVl2sDQ646pXS,129040,4
0.861,0.637,8,-5.692,0,0.24,0.0515,3.35e-06,0.0967,0.474,98.044,audio_features,7l3E7lcozEodtVsSTCkcaA,spotify:track:7l3E7lcozEodtVsSTCkcaA,https://api.spotify.com/v1/tracks/7l3E7lcozEodtVsSTCkcaA,https://api.spotify.com/v1/audio-analysis/7l3E7lcozEodtVsSTCkcaA,228654,4
0.917,0.786,11,-4.921,0,0.208,0.0403,0,0.195,0.441,143.038,audio_features,3edzl4zvKFi0D3iuF6cs2f,spotify:track:3edzl4zvKFi0D3iuF6cs2f,https://api.spotify.com/v1/tracks/3edzl4zvKFi0D3iuF6cs2f,https://api.spotify.com/v1/audio-analysis/3edzl4zvKFi0D3iuF6cs2f,224903,4
0.757,0.849,5,-3.424,0,0.0536,0.173,0,0.0878,0.826,150.036,audio_features,6rrTr2HEAzlpC4KWZxF3S1,spotify:track:6rrTr2HEAzlpC4KWZxF3S1,https://api.spotify.com/v1/tracks/6rrTr2HEAzlpC4KWZxF3S1,https://api.spotify.com/v1/audio-analysis/6rrTr2HEAzlpC4KWZxF3S1,228207,4
0.853,0.637,3,-5.924,0,0.331,0.129,0,0.267,0.496,86.048,audio_features,1rlIrbWboTRGeKfHhgbJRZ,spotify:track:1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/tracks/1rlIrbWboTRGeKfHhgbJRZ,https://api.spotify.com/v1/audio-analysis/1rlIrbWboTRGeKfHhgbJRZ,156195,4
0.86,0.408,0,-5.389,1,0.189,0.166,0,0.111,0.0548,75.481,audio_features,6Q36XucqrejMId3RydVhch,spotify:track:6Q36XucqrejMId3RydVhch,https://api.spotify.com/v1/tracks/6Q36XucqrejMId3RydVhch,https://api.spotify.com/v1/audio-analysis/6Q36XucqrejMId3RydVhch,180960,4
0.684,0.791,5,-4.435,1,0.309,0.0939,0,0.359,0.529,153.992,audio_features,0JYAsQJWIuaYUvZGF1qapT,spotify:track:0JYAsQJWIuaYUvZGF1qapT,https://api.spotify.com/v1/tracks/0JYAsQJWIuaYUvZGF1qapT,https://api.spotify.com/v1/audio-analysis/0JYAsQJWIuaYUvZGF1qapT,236948,4
0.792,0.657,8,-4.245,1,0.191,0.205,4.1e-06,0.196,0.228,169.969,audio_features,4MAsYGSgxsaj73dC2lvFC4,spotify:track:4MAsYGSgxsaj73dC2lvFC4,https://api.spotify.com/v1/tracks/4MAsYGSgxsaj73dC2lvFC4,https://api.spotify.com/v1/audio-analysis/4MAsYGSgxsaj73dC2lvFC4,169657,4
0.962,0.573,7,-5.924,1,0.308,0.0161,0,0.109,0.728,125.035,audio_features,69PkhA9q3xCWU2CzoZnLAu,spotify:track:69PkhA9q3xCWU2CzoZnLAu,https://api.spotify.com/v1/tracks/69PkhA9q3xCWU2CzoZnLAu,https://api.spotify.com/v1/audio-analysis/69PkhA9q3xCWU2CzoZnLAu,237655,4
0.831,0.528,2,-7.635,1,0.534,0.0894,2.58e-05,0.396,0.232,153.987,audio_features,7pVzUPjJ83QojsVcOthmxP,spotify:track:7pVzUPjJ83QojsVcOthmxP,https://api.spotify.com/v1/tracks/7pVzUPjJ83QojsVcOthmxP,https://api.spotify.com/v1/audio-analysis/7pVzUPjJ83QojsVcOthmxP,211963,4
0.477,0.61,11,-5.628,0,0.144,0.225,0,0.107,0.358,79.882,audio_features,6CTWathupIiDs7U4InHnDA,spotify:track:6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/tracks/6CTWathupIiDs7U4InHnDA,https://api.spotify.com/v1/audio-analysis/6CTWathupIiDs7U4InHnDA,213993,4
0.879,0.491,11,-7.459,0,0.339,0.013,0,0.112,0.224,152.008,audio_features,1kvt3N2KmoSAunaEJNrgNM,spotify:track:1kvt3N2KmoSAunaEJNrgNM,https://api.spotify.com/v1/tracks/1kvt3N2KmoSAunaEJNrgNM,https://api.spotify.com/v1/audio-analysis/1kvt3N2KmoSAunaEJNrgNM,182440,4
0.865,0.612,4,-6.316,1,0.384,0.0487,0,0.157,0.607,165.023,audio_features,1yHdfeCpeKPmSzQdfqHtq8,spotify:track:1yHdfeCpeKPmSzQdfqHtq8,https://api.spotify.com/v1/tracks/1yHdfeCpeKPmSzQdfqHtq8,https://api.spotify.com/v1/audio-analysis/1yHdfeCpeKPmSzQdfqHtq8,163824,4
0.755,0.682,0,-4.799,1,0.0339,0.0265,0,0.189,0.498,122.049,audio_features,5GNjiM8jZCgbqjHklAcT9e,spotify:track:5GNjiM8jZCgbqjHklAcT9e,https://api.spotify.com/v1/tracks/5GNjiM8jZCgbqjHklAcT9e,https://api.spotify.com/v1/audio-analysis/5GNjiM8jZCgbqjHklAcT9e,219040,4
0.86,0.681,2,-7.016,0,0.163,0.0372,2.51e-06,0.0749,0.846,153.993,audio_features,2i4WKnGYntsN4jEvDjkKBE,spotify:track:2i4WKnGYntsN4jEvDjkKBE,https://api.spotify.com/v1/tracks/2i4WKnGYntsN4jEvDjkKBE,https://api.spotify.com/v1/audio-analysis/2i4WKnGYntsN4jEvDjkKBE,246741,4
0.82,0.582,2,-4.441,1,0.0454,0.428,0,0.0419,0.309,112.064,audio_features,3ji4bcQugJj5B6NRGYDNwP,spotify:track:3ji4bcQugJj5B6NRGYDNwP,https://api.spotify.com/v1/tracks/3ji4bcQugJj5B6NRGYDNwP,https://api.spotify.com/v1/audio-analysis/3ji4bcQugJj5B6NRGYDNwP,214027,4
0.875,0.717,5,-7.236,1,0.189,0.0708,0.000495,0.0949,0.607,153.037,audio_features,2QApWGconWQE8BjaNfh7ik,spotify:track:2QApWGconWQE8BjaNfh7ik,https://api.spotify.com/v1/tracks/2QApWGconWQE8BjaNfh7ik,https://api.spotify.com/v1/audio-analysis/2QApWGconWQE8BjaNfh7ik,176112,4
0.841,0.678,0,-4.664,0,0.189,0.767,0,0.4,0.717,121.023,audio_features,2jBQmxZpQxF8jJfEdjJ9Qv,spotify:track:2jBQmxZpQxF8jJfEdjJ9Qv,https://api.spotify.com/v1/tracks/2jBQmxZpQxF8jJfEdjJ9Qv,https://api.spotify.com/v1/audio-analysis/2jBQmxZpQxF8jJfEdjJ9Qv,264920,4
0.437,0.719,6,-4.569,0,0.0376,0.00697,3.86e-05,0.0765,0.284,169.976,audio_features,5KGTKwOePys7aH4o6EzXEP,spotify:track:5KGTKwOePys7aH4o6EzXEP,https://api.spotify.com/v1/tracks/5KGTKwOePys7aH4o6EzXEP,https://api.spotify.com/v1/audio-analysis/5KGTKwOePys7aH4o6EzXEP,241910,4
0.749,0.596,2,-4.374,1,0.447,0.0325,0,0.155,0.205,179.989,audio_features,3eMwf7uAEn1VJcmd12gMmi,spotify:track:3eMwf7uAEn1VJcmd12gMmi,https://api.spotify.com/v1/tracks/3eMwf7uAEn1VJcmd12gMmi,https://api.spotify.com/v1/audio-analysis/3eMwf7uAEn1VJcmd12gMmi,237333,4
0.827,0.819,3,-4.302,0,0.148,0.00525,0,0.184,0.325,145.016,audio_features,7H0NHzIEzCoIENLC2o8Obj,spotify:track:7H0NHzIEzCoIENLC2o8Obj,https://api.spotify.com/v1/tracks/7H0NHzIEzCoIENLC2o8Obj,https://api.spotify.com/v1/audio-analysis/7H0NHzIEzCoIENLC2o8Obj,160644,4
0.908,0.499,6,-7.793,0,0.642,0.267,0,0.078,0.114,132.968,audio_features,2H5CLUmtvo2VHEeWzMtUqW,spotify:track:2H5CLUmtvo2VHEeWzMtUqW,https://api.spotify.com/v1/tracks/2H5CLUmtvo2VHEeWzMtUqW,https://api.spotify.com/v1/audio-analysis/2H5CLUmtvo2VHEeWzMtUqW,278760,4
0.667,0.478,2,-5.345,1,0.0316,0.2,0,0.0927,0.337,113.502,audio_features,2fLyikLZmHxW4XdToFpDdN,spotify:track:2fLyikLZmHxW4XdToFpDdN,https://api.spotify.com/v1/tracks/2fLyikLZmHxW4XdToFpDdN,https://api.spotify.com/v1/audio-analysis/2fLyikLZmHxW4XdToFpDdN,233029,4
0.45,0.335,7,-7.464,1,0.0298,0.785,1.25e-06,0.0979,0.25,109.908,audio_features,3DKpA54hrFIdPN6AtL9HXa,spotify:track:3DKpA54hrFIdPN6AtL9HXa,https://api.spotify.com/v1/tracks/3DKpA54hrFIdPN6AtL9HXa,https://api.spotify.com/v1/audio-analysis/3DKpA54hrFIdPN6AtL9HXa,281235,4
0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.106,0.551,166.11,audio_features,2NRGaA1GyCmTYfm2GRPkUe,spotify:track:2NRGaA1GyCmTYfm2GRPkUe,https://api.spotify.com/v1/tracks/2NRGaA1GyCmTYfm2GRPkUe,https://api.spotify.com/v1/audio-analysis/2NRGaA1GyCmTYfm2GRPkUe,142320,4
0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,audio_features,14JzyD6FlBD5z0wV5P07YI,spotify:track:14JzyD6FlBD5z0wV5P07YI,https://api.spotify.com/v1/tracks/14JzyD6FlBD5z0wV5P07YI,https://api.spotify.com/v1/audio-analysis/14JzyD6FlBD5z0wV5P07YI,199931,3
0.547,0.289,0,-8.131,1,0.0348,0.645,0,0.148,0.213,104.851,audio_features,1ArLnG0bHaHPXqf08sEKM0,spotify:track:1ArLnG0bHaHPXqf08sEKM0,https://api.spotify.com/v1/tracks/1ArLnG0bHaHPXqf08sEKM0,https://api.spotify.com/v1/audio-analysis/1ArLnG0bHaHPXqf08sEKM0,181913,3
0.849,0.493,1,-4.1,0,0.0417,0.456,0.000463,0.133,0.447,97.012,audio_features,1l9G7M8gNyQsgOGWZGoQsT,spotify:track:1l9G7M8gNyQsgOGWZGoQsT,https://api.spotify.com/v1/tracks/1l9G7M8gNyQsgOGWZGoQsT,https://api.spotify.com/v1/audio-analysis/1l9G7M8gNyQsgOGWZGoQsT,175240,4
0.753,0.498,2,-5.61,1,0.0504,0.551,0,0.0706,0.927,89.95,audio_features,1A6OTy97kk0mMdm78rHsm8,spotify:track:1A6OTy97kk0mMdm78rHsm8,https://api.spotify.com/v1/tracks/1A6OTy97kk0mMdm78rHsm8,https://api.spotify.com/v1/audio-analysis/1A6OTy97kk0mMdm78rHsm8,158053,4
0.695,0.586,0,-10.315,0,0.0658,0.102,0.317,0.113,0.112,98.035,audio_features,2OpBganfGk2GVdSlRdxzaX,spotify:track:2OpBganfGk2GVdSlRdxzaX,https://api.spotify.com/v1/tracks/2OpBganfGk2GVdSlRdxzaX,https://api.spotify.com/v1/audio-analysis/2OpBganfGk2GVdSlRdxzaX,229320,4
0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.126,0.551,166.111,audio_features,5274I4mUMnYczyeXkGDWZN,spotify:track:5274I4mUMnYczyeXkGDWZN,https://api.spotify.com/v1/tracks/5274I4mUMnYczyeXkGDWZN,https://api.spotify.com/v1/audio-analysis/5274I4mUMnYczyeXkGDWZN,141587,4
0.695,0.639,7,-6.897,0,0.153,0.107,0.000657,0.118,0.344,90.027,audio_features,4AhSkRYioEIfGvCV19peYN,spotify:track:4AhSkRYioEIfGvCV19peYN,https://api.spotify.com/v1/tracks/4AhSkRYioEIfGvCV19peYN,https://api.spotify.com/v1/audio-analysis/4AhSkRYioEIfGvCV19peYN,189493,4
0.675,0.729,8,-4.383,1,0.146,0.0557,0,0.189,0.63,99.986,audio_features,13hvHEstJ4sNbzdroPrPI3,spotify:track:13hvHEstJ4sNbzdroPrPI3,https://api.spotify.com/v1/tracks/13hvHEstJ4sNbzdroPrPI3,https://api.spotify.com/v1/audio-analysis/13hvHEstJ4sNbzdroPrPI3,190560,4
0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,audio_features,06GcodDliPWAYFX2LSFLIu,spotify:track:06GcodDliPWAYFX2LSFLIu,https://api.spotify.com/v1/tracks/06GcodDliPWAYFX2LSFLIu,https://api.spotify.com/v1/audio-analysis/06GcodDliPWAYFX2LSFLIu,270413,4
0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,audio_features,5tAa8Uaqr4VvA3693mbIhU,spotify:track:5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/tracks/5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/audio-analysis/5tAa8Uaqr4VvA3693mbIhU,190932,4
0.81,0.458,4,-7.495,0,0.105,0.266,0,0.174,0.493,125.049,audio_features,2OsDoAzo5SGq10qwmKSQBv,spotify:track:2OsDoAzo5SGq10qwmKSQBv,https://api.spotify.com/v1/tracks/2OsDoAzo5SGq10qwmKSQBv,https://api.spotify.com/v1/audio-analysis/2OsDoAzo5SGq10qwmKSQBv,271067,4
0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,audio_features,5kfNriitmkNE8mUbZ7gbq8,spotify:track:5kfNriitmkNE8mUbZ7gbq8,https://api.spotify.com/v1/tracks/5kfNriitmkNE8mUbZ7gbq8,https://api.spotify.com/v1/audio-analysis/5kfNriitmkNE8mUbZ7gbq8,210667,4
0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,audio_features,6JQvHMSaR8flFsN53ypOfP,spotify:track:6JQvHMSaR8flFsN53ypOfP,https://api.spotify.com/v1/tracks/6JQvHMSaR8flFsN53ypOfP,https://api.spotify.com/v1/audio-analysis/6JQvHMSaR8flFsN53ypOfP,165000,4
0.732,0.586,1,-7.868,1,0.232,0.0402,2.66e-06,0.121,0.73,76.48,audio_features,2vs5ubqg8QUbfyWZpMfvWe,spotify:track:2vs5ubqg8QUbfyWZpMfvWe,https://api.spotify.com/v1/tracks/2vs5ubqg8QUbfyWZpMfvWe,https://api.spotify.com/v1/audio-analysis/2vs5ubqg8QUbfyWZpMfvWe,169920,4
0.554,0.591,0,-7.215,1,0.0634,0.096,0.124,0.58,0.524,80.977,audio_features,1gOyBTO1fDLDTH8Ap12Wyp,spotify:track:1gOyBTO1fDLDTH8Ap12Wyp,https://api.spotify.com/v1/tracks/1gOyBTO1fDLDTH8Ap12Wyp,https://api.spotify.com/v1/audio-analysis/1gOyBTO1fDLDTH8Ap12Wyp,235920,4
0.903,0.609,10,-7.555,0,0.237,0.0301,1.61e-05,0.179,0.268,149.991,audio_features,3fFBZvG777xoKyvcrBq7lc,spotify:track:3fFBZvG777xoKyvcrBq7lc,https://api.spotify.com/v1/tracks/3fFBZvG777xoKyvcrBq7lc,https://api.spotify.com/v1/audio-analysis/3fFBZvG777xoKyvcrBq7lc,207867,4
0.75,0.387,1,-10.123,0,0.487,0.122,0,0.0993,0.739,143.019,audio_features,2EhJijFUs0WUmNClDBpYJq,spotify:track:2EhJijFUs0WUmNClDBpYJq,https://api.spotify.com/v1/tracks/2EhJijFUs0WUmNClDBpYJq,https://api.spotify.com/v1/audio-analysis/2EhJijFUs0WUmNClDBpYJq,102560,4
0.736,0.482,4,-8.242,1,0.196,0.327,0,0.229,0.608,140.064,audio_features,6gzIcEUuswJQGfJNPYMjjv,spotify:track:6gzIcEUuswJQGfJNPYMjjv,https://api.spotify.com/v1/tracks/6gzIcEUuswJQGfJNPYMjjv,https://api.spotify.com/v1/audio-analysis/6gzIcEUuswJQGfJNPYMjjv,224507,4
0.289,0.451,2,-15.013,1,0.0538,0.975,0.942,0.222,0.59,131.72,audio_features,1k0QMCm5kF3CBjCQ37vDLl,spotify:track:1k0QMCm5kF3CBjCQ37vDLl,https://api.spotify.com/v1/tracks/1k0QMCm5kF3CBjCQ37vDLl,https://api.spotify.com/v1/audio-analysis/1k0QMCm5kF3CBjCQ37vDLl,55720,3
0.637,0.856,1,-5.649,1,0.0337,0.0366,0.0308,0.0809,0.285,160.068,audio_features,4uHscE8VF6F6mKU3ECjIKr,spotify:track:4uHscE8VF6F6mKU3ECjIKr,https://api.spotify.com/v1/tracks/4uHscE8VF6F6mKU3ECjIKr,https://api.spotify.com/v1/audio-analysis/4uHscE8VF6F6mKU3ECjIKr,167107,4
0.95,0.489,8,-8.411,1,0.462,0.105,0,0.411,0.919,130.021,audio_features,3m2aDCqn8eT5ElXDUiboGU,spotify:track:3m2aDCqn8eT5ElXDUiboGU,https://api.spotify.com/v1/tracks/3m2aDCqn8eT5ElXDUiboGU,https://api.spotify.com/v1/audio-analysis/3m2aDCqn8eT5ElXDUiboGU,158769,4
0.753,0.616,2,-7.34,1,0.165,0.00151,7.1e-06,0.291,0.287,156.83,audio_features,2MfcvcvWSUkstTDZXYIakq,spotify:track:2MfcvcvWSUkstTDZXYIakq,https://api.spotify.com/v1/tracks/2MfcvcvWSUkstTDZXYIakq,https://api.spotify.com/v1/audio-analysis/2MfcvcvWSUkstTDZXYIakq,196333,4
0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,audio_features,3ao3OVxHlb3C08vAaApUlm,spotify:track:3ao3OVxHlb3C08vAaApUlm,https://api.spotify.com/v1/tracks/3ao3OVxHlb3C08vAaApUlm,https://api.spotify.com/v1/audio-analysis/3ao3OVxHlb3C08vAaApUlm,163880,4
0.811,0.526,8,-7.003,1,0.161,0.00779,0.0642,0.13,0.248,149.954,audio_features,0nWMTq3fBceV1uZlhFn6of,spotify:track:0nWMTq3fBceV1uZlhFn6of,https://api.spotify.com/v1/tracks/0nWMTq3fBceV1uZlhFn6of,https://api.spotify.com/v1/audio-analysis/0nWMTq3fBceV1uZlhFn6of,180080,4
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,2xJCMIJfcNYDc5iR0sAm2O,spotify:track:2xJCMIJfcNYDc5iR0sAm2O,https://api.spotify.com/v1/tracks/2xJCMIJfcNYDc5iR0sAm2O,https://api.spotify.com/v1/audio-analysis/2xJCMIJfcNYDc5iR0sAm2O,209320,4
