"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-11-16"
"Position","Track Name","Artist","Streams","URL","2018-11-16"
"1","thank u, next","Ariana Grande","7043835","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2018-11-16"
"2","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","5070086","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-11-16"
"3","MIA (feat. Drake)","Bad Bunny","3828393","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-11-16"
"4","Happier","Marshmello","3262421","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-11-16"
"5","Without Me","Halsey","3221090","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-11-16"
"6","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3127510","https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8","2018-11-16"
"7","SICKO MODE","Travis Scott","3083205","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-11-16"
"8","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2924838","https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA","2018-11-16"
"9","Shallow","Lady Gaga","2903119","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-11-16"
"10","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","2810314","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2018-11-16"
"11","Bohemian Rhapsody - Remastered 2011","Queen","2710122","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2018-11-16"
"12","BAD!","XXXTENTACION","2692950","https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T","2018-11-16"
"13","Mo Bamba","Sheck Wes","2545601","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-11-16"
"14","when the party's over","Billie Eilish","2288854","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2018-11-16"
"15","Sweet but Psycho","Ava Max","2272042","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2018-11-16"
"16","Better","Khalid","2200437","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2018-11-16"
"17","Lucid Dreams","Juice WRLD","2091545","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-11-16"
"18","Girls Like You (feat. Cardi B)","Maroon 5","2089768","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-11-16"
"19","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","2076850","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2018-11-16"
"20","In My Mind","Dynoro","2069831","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-11-16"
"21","Eastside (with Halsey & Khalid)","benny blanco","2064813","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-11-16"
"22","Woman Like Me (feat. Nicki Minaj)","Little Mix","2037855","https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED","2018-11-16"
"23","Bad Liar","Imagine Dragons","1994900","https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3","2018-11-16"
"24","Falling Down - Bonus Track","Lil Peep","1962574","https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9","2018-11-16"
"25","Promises (with Sam Smith)","Calvin Harris","1948063","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-11-16"
"26","Be Alright","Dean Lewis","1924956","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-11-16"
"27","SAD!","XXXTENTACION","1851337","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-11-16"
"28","Ruin My Life","Zara Larsson","1843238","https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU","2018-11-16"
"29","Let You Love Me","Rita Ora","1814636","https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS","2018-11-16"
"30","Kiss and Make Up","Dua Lipa","1814243","https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3","2018-11-16"
"31","Natural","Imagine Dragons","1802162","https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT","2018-11-16"
"32","Better Now","Post Malone","1780771","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-11-16"
"33","Adan y Eva","Paulo Londra","1779201","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2018-11-16"
"34","Vaina Loca","Ozuna","1717757","https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA","2018-11-16"
"35","Moonlight","XXXTENTACION","1712393","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-11-16"
