"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-01-13"
"Position","Track Name","Artist","Streams","URL","2017-01-13"
"1","Shape of You","Ed Sheeran","7275946","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-01-13"
"2","Castle on the Hill","Ed Sheeran","4195411","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-01-13"
"3","Starboy","The Weeknd","3747787","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-01-13"
"4","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","3468827","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-01-13"
"5","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","3412242","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-01-13"
"6","Closer","The Chainsmokers","3080310","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-01-13"
"7","I Feel It Coming","The Weeknd","2803318","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-01-13"
"8","Fake Love","Drake","2735247","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-01-13"
"9","Don't Wanna Know","Maroon 5","2716839","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-01-13"
"10","Say You Won't Let Go","James Arthur","2712009","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-01-13"
"11","Bad and Boujee (feat. Lil Uzi Vert)","Migos","2584904","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-01-13"
"12","Paris","The Chainsmokers","2549503","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-01-13"
"13","Let Me Love You","DJ Snake","2449323","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-01-13"
"14","24K Magic","Bruno Mars","2380636","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P","2017-01-13"
"15","Call On Me - Ryan Riback Extended Remix","Starley","2359515","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-01-13"
"16","Chantaje (feat. Maluma)","Shakira","2253004","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-01-13"
"17","Black Beatles","Rae Sremmurd","2186898","https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo","2017-01-13"
"18","Just Hold On","Steve Aoki","2173899","https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR","2017-01-13"
"19","Bad Things (with Camila Cabello)","Machine Gun Kelly","2083246","https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj","2017-01-13"
"20","One Dance","Drake","1926748","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2017-01-13"
"21","Cold Water (feat. Justin Bieber & MØ)","Major Lazer","1920642","https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p","2017-01-13"
"22","Side To Side","Ariana Grande","1903511","https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz","2017-01-13"
"23","In the Name of Love","Martin Garrix","1861344","https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L","2017-01-13"
"24","Mercy","Shawn Mendes","1752639","https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a","2017-01-13"
"25","All We Know","The Chainsmokers","1729078","https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK","2017-01-13"
"26","My Way","Calvin Harris","1607495","https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm","2017-01-13"
