"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-08-08"
"Position","Track Name","Artist","Streams","URL","2018-08-08"
"1","In My Feelings","Drake","7295230","https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ","2018-08-08"
"2","SICKO MODE","Travis Scott","4151709","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-08-08"
"3","FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","4006794","https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB","2018-08-08"
"4","No Brainer","DJ Khaled","3891007","https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8","2018-08-08"
"5","Girls Like You (feat. Cardi B)","Maroon 5","3678792","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-08-08"
"6","STARGAZING","Travis Scott","3427743","https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m","2018-08-08"
"7","I Like It","Cardi B","3237008","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-08-08"
"8","Eastside (with Halsey & Khalid)","benny blanco","3143073","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-08-08"
"9","Lucid Dreams","Juice WRLD","3139175","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-08-08"
"10","Solo (feat. Demi Lovato)","Clean Bandit","2934083","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-08-08"
"11","Taste (feat. Offset)","Tyga","2848196","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-08-08"
"12","SAD!","XXXTENTACION","2805517","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-08-08"
"13","God is a woman","Ariana Grande","2747737","https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ","2018-08-08"
"14","Rise","Jonas Blue","2707302","https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3","2018-08-08"
"15","In My Mind","Dynoro","2684055","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-08-08"
"16","Better Now","Post Malone","2663672","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-08-08"
"17","Jackie Chan","Tiësto","2642295","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-08-08"
"18","One Kiss (with Dua Lipa)","Calvin Harris","2551486","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-08-08"
"19","Youngblood","5 Seconds of Summer","2434705","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-08-08"
"20","Te Boté - Remix","Nio Garcia","2221424","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-08-08"
"21","Body (feat. brando)","Loud Luxury","2144296","https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs","2018-08-08"
"22","Moonlight","XXXTENTACION","2005018","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-08-08"
"23","Sin Pijama","Becky G","1918095","https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww","2018-08-08"
"24","God's Plan","Drake","1903863","https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn","2018-08-08"
"25","Nonstop","Drake","1873506","https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct","2018-08-08"
"26","Vaina Loca","Ozuna","1756903","https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ","2018-08-08"
"27","Don’t Matter To Me (with Michael Jackson)","Drake","1737766","https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0","2018-08-08"
"28","No Es Justo","J Balvin","1726708","https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7","2018-08-08"
"29","2002","Anne-Marie","1726636","https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB","2018-08-08"
"30","Ocean (feat. Khalid)","Martin Garrix","1722202","https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS","2018-08-08"
"31","Born To Be Yours","Kygo","1716304","https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM","2018-08-08"
"32","CAROUSEL","Travis Scott","1667952","https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI","2018-08-08"
"33","Nice For What","Drake","1666540","https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw","2018-08-08"
"34","Nevermind","Dennis Lloyd","1625851","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-08-08"
"35","Happy Now","Zedd","1604434","https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa","2018-08-08"
"36","Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","1596829","https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW","2018-08-08"
"37","WAKE UP","Travis Scott","1592278","https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG","2018-08-08"
"38","YOSEMITE","Travis Scott","1559496","https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR","2018-08-08"
"39","no tears left to cry","Ariana Grande","1515168","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-08-08"
