"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-03-15"
"Position","Track Name","Artist","Streams","URL","2017-03-15"
"1","Shape of You","Ed Sheeran","7704578","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-03-15"
"2","It Ain't Me (with Selena Gomez)","Kygo","4294933","https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe","2017-03-15"
"3","Galway Girl","Ed Sheeran","4142212","https://open.spotify.com/track/0afhq8XCExXpqazXczTSve","2017-03-15"
"4","Something Just Like This","The Chainsmokers","4037428","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-03-15"
"5","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","3355894","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-03-15"
"6","Castle on the Hill","Ed Sheeran","3304579","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-03-15"
"7","Despacito (Featuring Daddy Yankee)","Luis Fonsi","3295321","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-03-15"
"8","Paris","The Chainsmokers","3219100","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-03-15"
"9","That's What I Like","Bruno Mars","3102627","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-03-15"
"10","Stay (with Alessia Cara)","Zedd","3012213","https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g","2017-03-15"
"11","Scared to Be Lonely","Martin Garrix","2872687","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH","2017-03-15"
"12","Issues","Julia Michaels","2694895","https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt","2017-03-15"
"13","Chained To The Rhythm","Katy Perry","2672003","https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi","2017-03-15"
"14","Perfect","Ed Sheeran","2522504","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-03-15"
"15","Mask Off","Future","2452244","https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8","2017-03-15"
"16","Slide (feat. Frank Ocean & Migos)","Calvin Harris","2420880","https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl","2017-03-15"
"17","Happier","Ed Sheeran","2365288","https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB","2017-03-15"
"18","I Feel It Coming","The Weeknd","2317941","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-03-15"
"19","Cold","Maroon 5","2274829","https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k","2017-03-15"
"20","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","2232790","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-03-15"
"21","Believer","Imagine Dragons","2231207","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-03-15"
"22","Green Light","Lorde","2137678","https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5","2017-03-15"
"23","Dive","Ed Sheeran","2132208","https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls","2017-03-15"
"24","Say You Won't Let Go","James Arthur","2108285","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-03-15"
"25","Call On Me - Ryan Riback Extended Remix","Starley","2058126","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-03-15"
"26","New Man","Ed Sheeran","2011209","https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG","2017-03-15"
"27","iSpy (feat. Lil Yachty)","KYLE","1936461","https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL","2017-03-15"
"28","Closer","The Chainsmokers","1912504","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-03-15"
"29","What Do I Know?","Ed Sheeran","1878120","https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92","2017-03-15"
"30","Starboy","The Weeknd","1847330","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-03-15"
"31","You Don't Know Me - Radio Edit","Jax Jones","1810317","https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY","2017-03-15"
"32","How Far I'll Go - From ""Moana""","Alessia Cara","1775122","https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN","2017-03-15"
"33","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer","1773099","https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ","2017-03-15"
"34","Solo Dance","Martin Jensen","1662586","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN","2017-03-15"
"35","Bad and Boujee (feat. Lil Uzi Vert)","Migos","1615077","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-03-15"
"36","Barcelona","Ed Sheeran","1584250","https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU","2017-03-15"
"37","Supermarket Flowers","Ed Sheeran","1574048","https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG","2017-03-15"
"38","Chantaje (feat. Maluma)","Shakira","1566342","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-03-15"
"39","How Would You Feel (Paean)","Ed Sheeran","1542490","https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN","2017-03-15"
"40","All Night","The Vamps","1526034","https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW","2017-03-15"
"41","All Time Low","Jon Bellion","1524608","https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m","2017-03-15"
"42","Congratulations","Post Malone","1509460","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-03-15"
"43","Weak","AJR","1496281","https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv","2017-03-15"
"44","SUBEME LA RADIO","Enrique Iglesias","1468230","https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn","2017-03-15"
"45","El Amante","Nicky Jam","1426023","https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs","2017-03-15"
"46","Bounce Back","Big Sean","1414062","https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF","2017-03-15"
"47","Just Hold On","Steve Aoki","1406488","https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR","2017-03-15"
"48","Nancy Mulligan","Ed Sheeran","1402018","https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ","2017-03-15"
"49","Hearts Don't Break Around Here","Ed Sheeran","1344878","https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk","2017-03-15"
"50","Tunnel Vision","Kodak Black","1326993","https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4","2017-03-15"
"51","Eraser","Ed Sheeran","1303912","https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2","2017-03-15"
"52","Let Me Love You","DJ Snake","1301358","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-03-15"
"53","Fake Love","Drake","1183380","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-03-15"
"54","September Song","JP Cooper","1182192","https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI","2017-03-15"
"55","24K Magic","Bruno Mars","1171017","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P","2017-03-15"
"56","Selfish (feat. Rihanna)","Future","1167517","https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA","2017-03-15"
"57","Don't Wanna Know","Maroon 5","1110064","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-03-15"
"58","One Dance","Drake","1101600","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2017-03-15"
"59","Bibia Be Ye Ye","Ed Sheeran","1090887","https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2","2017-03-15"
"60","Location","Khalid","1086673","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2017-03-15"
"61","Reggaetón Lento (Bailemos)","CNCO","1081727","https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo","2017-03-15"
"62","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","1067897","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-03-15"
"63","T-Shirt","Migos","1060031","https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7","2017-03-15"
"64","Save Myself","Ed Sheeran","1048041","https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj","2017-03-15"
"65","Don't Leave","Snakehips","1042797","https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92","2017-03-15"
"66","Me Rehúso","Danny Ocean","1027030","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-03-15"
"67","Starving","Hailee Steinfeld","1003746","https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe","2017-03-15"
"68","Love On The Brain","Rihanna","994705","https://open.spotify.com/track/2aksifNn5ph8igDOkPBA02","2017-03-15"
"69","I Got You","Bebe Rexha","991741","https://open.spotify.com/track/1FUViuNSldssMIawrOXF2i","2017-03-15"
"70","No Frauds","Nicki Minaj","965267","https://open.spotify.com/track/7KcGEssn7BnJdTgildK5y0","2017-03-15"
"71","In the Name of Love","Martin Garrix","924478","https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L","2017-03-15"
"72","Otra vez (feat. J Balvin)","Zion & Lennox","923661","https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq","2017-03-15"
"73","Hear Me Now","Alok","917078","https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON","2017-03-15"
"74","Bad Things (with Camila Cabello)","Machine Gun Kelly","911932","https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj","2017-03-15"
"75","Touch","Little Mix","899703","https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z","2017-03-15"
"76","Sunset Lover","Petit Biscuit","888422","https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1","2017-03-15"
"77","Cold Water (feat. Justin Bieber & MØ)","Major Lazer","879904","https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p","2017-03-15"
"78","Swang","Rae Sremmurd","872023","https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL","2017-03-15"
"79","Body Like A Back Road","Sam Hunt","859558","https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO","2017-03-15"
"80","Side To Side","Ariana Grande","858653","https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz","2017-03-15"
"81","Chanel","Frank Ocean","831375","https://open.spotify.com/track/6Nle9hKrkL1wQpwNfEkxjh","2017-03-15"
"82","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake","817707","https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc","2017-03-15"
"83","Shed a Light","Robin Schulz","816502","https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY","2017-03-15"
"84","La Rompe Corazones","Daddy Yankee","813387","https://open.spotify.com/track/4okba5wu9mMLXx79DXLKi3","2017-03-15"
"85","Black Beatles","Rae Sremmurd","800748","https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo","2017-03-15"
"86","My Way","Calvin Harris","780867","https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm","2017-03-15"
"87","Don't Let Me Down","The Chainsmokers","780276","https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm","2017-03-15"
"88","Mercy","Shawn Mendes","777750","https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a","2017-03-15"
"89","Treat You Better","Shawn Mendes","775160","https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd","2017-03-15"
"90","Water Under the Bridge","Adele","767712","https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y","2017-03-15"
"91","Safari","J Balvin","755219","https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO","2017-03-15"
"92","History","Olivia Holt","747160","https://open.spotify.com/track/0WCEaydwN65cvwaW8aqptF","2017-03-15"
"93","Rolex","Ayo & Teo","746577","https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt","2017-03-15"
"94","Heathens","Twenty One Pilots","742654","https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr","2017-03-15"
"95","Redbone","Childish Gambino","742311","https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y","2017-03-15"
"96","Tuesday","Burak Yeter","741826","https://open.spotify.com/track/7abpmGpF7PGep2rDU68GBR","2017-03-15"
"97","Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa","725399","https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65","2017-03-15"
"98","Photograph","Ed Sheeran","725213","https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy","2017-03-15"
"99","Human","Rag'n'Bone Man","719673","https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O","2017-03-15"
"100","Look At Me!","XXXTENTACION","716331","https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw","2017-03-15"
"101","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","702751","https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV","2017-03-15"
"102","Scars To Your Beautiful","Alessia Cara","702738","https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK","2017-03-15"
"103","Vente Pa' Ca","Ricky Martin","699598","https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46","2017-03-15"
"104","Me Llamas (feat. Maluma) - Remix","Piso 21","697877","https://open.spotify.com/track/5hEM0JchdVzQ5PwvSfITeX","2017-03-15"
"105","I Took A Pill In Ibiza - Seeb Remix","Mike Posner","695712","https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl","2017-03-15"
"106","Caroline","Aminé","690518","https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g","2017-03-15"
"107","Thinking out Loud","Ed Sheeran","688184","https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg","2017-03-15"
"108","Broccoli (feat. Lil Yachty)","DRAM","682789","https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol","2017-03-15"
"109","Party Monster","The Weeknd","682602","https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt","2017-03-15"
"110","goosebumps","Travis Scott","682399","https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2","2017-03-15"
"111","Oceans Away","A R I Z O N A","682222","https://open.spotify.com/track/6A8dnC0xkiuWN4BshmTB2I","2017-03-15"
"112","Moves","Big Sean","674166","https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS","2017-03-15"
"113","Down","Marian Hill","671148","https://open.spotify.com/track/2dqLk7ezV15LEJEwUmEbXB","2017-03-15"
"114","All We Know","The Chainsmokers","669164","https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK","2017-03-15"
"115","Sigo Extrañándote","J Balvin","666799","https://open.spotify.com/track/6qDF4wWL49CAVbgT7yuHl8","2017-03-15"
