"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-03-22"
"Position","Track Name","Artist","Streams","URL","2017-03-22"
"1","Shape of You","Ed Sheeran","7063984","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-03-22"
"2","Passionfruit","Drake","5331184","https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd","2017-03-22"
"3","It Ain't Me (with Selena Gomez)","Kygo","4023759","https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe","2017-03-22"
"4","Something Just Like This","The Chainsmokers","3855992","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-03-22"
"5","Galway Girl","Ed Sheeran","3565619","https://open.spotify.com/track/0afhq8XCExXpqazXczTSve","2017-03-22"
"6","Portland","Drake","3493599","https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h","2017-03-22"
"7","Despacito (Featuring Daddy Yankee)","Luis Fonsi","3142377","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-03-22"
"8","Stay (with Alessia Cara)","Zedd","3100900","https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g","2017-03-22"
"9","That's What I Like","Bruno Mars","3038142","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-03-22"
"10","Blem","Drake","2941315","https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt","2017-03-22"
"11","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","2928872","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-03-22"
"12","Free Smoke","Drake","2892345","https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8","2017-03-22"
"13","Paris","The Chainsmokers","2843246","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-03-22"
"14","Gyalchester","Drake","2762355","https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi","2017-03-22"
"15","Castle on the Hill","Ed Sheeran","2652916","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-03-22"
"16","Get It Together","Drake","2615578","https://open.spotify.com/track/7y6c07pgjZvtHI9kuMVqk1","2017-03-22"
"17","Scared to Be Lonely","Martin Garrix","2560640","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH","2017-03-22"
"18","Issues","Julia Michaels","2510173","https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt","2017-03-22"
"19","Mask Off","Future","2481502","https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8","2017-03-22"
"20","No Long Talk","Drake","2417501","https://open.spotify.com/track/6CfrYuD3YRDYdYvH9jNtXY","2017-03-22"
"21","Slide (feat. Frank Ocean & Migos)","Calvin Harris","2410776","https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl","2017-03-22"
"22","Fake Love","Drake","2365537","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-03-22"
"23","Madiba Riddim","Drake","2345815","https://open.spotify.com/track/76gUmNLXGQVOsGhfcshkFP","2017-03-22"
"24","Teenage Fever","Drake","2310849","https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo","2017-03-22"
"25","Chained To The Rhythm","Katy Perry","2277768","https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi","2017-03-22"
"26","Sacrifices","Drake","2255209","https://open.spotify.com/track/0xl1w2q4VLojeXp4JfazPL","2017-03-22"
"27","KMT","Drake","2200626","https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr","2017-03-22"
"28","Jorja Interlude","Drake","2187309","https://open.spotify.com/track/13e6f8t7RKXuxZ0JdaaJRG","2017-03-22"
"29","4422","Drake","2184377","https://open.spotify.com/track/2fkeWbM6iqTw7oGHTYm2lw","2017-03-22"
"30","Believer","Imagine Dragons","2129934","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-03-22"
"31","Cold","Maroon 5","2127199","https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k","2017-03-22"
"32","I Feel It Coming","The Weeknd","2109309","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-03-22"
"33","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","2092505","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-03-22"
"34","Perfect","Ed Sheeran","1981018","https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v","2017-03-22"
"35","Say You Won't Let Go","James Arthur","1921301","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-03-22"
"36","You Don't Know Me - Radio Edit","Jax Jones","1903495","https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY","2017-03-22"
"37","Happier","Ed Sheeran","1846405","https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB","2017-03-22"
"38","iSpy (feat. Lil Yachty)","KYLE","1811208","https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL","2017-03-22"
"39","Call On Me - Ryan Riback Extended Remix","Starley","1804865","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-03-22"
"40","Skepta Interlude","Drake","1785836","https://open.spotify.com/track/2dfqS3MRtbLZSZA1IL8xY5","2017-03-22"
"41","Green Light","Lorde","1765884","https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5","2017-03-22"
"42","Symphony (feat. Zara Larsson)","Clean Bandit","1738744","https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8","2017-03-22"
"43","Glow","Drake","1727531","https://open.spotify.com/track/28irpKCCK9nn9DZSik2zEx","2017-03-22"
"44","Do Not Disturb","Drake","1724814","https://open.spotify.com/track/2KvHC9z14GSl4YpkNMX384","2017-03-22"
"45","Closer","The Chainsmokers","1702189","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-03-22"
"46","Can't Have Everything","Drake","1687117","https://open.spotify.com/track/5f5r2N4Lp9WoULWPH9zp2W","2017-03-22"
"47","Nothings Into Somethings","Drake","1654929","https://open.spotify.com/track/6MbH1QiphMCPTqVEVC7UYi","2017-03-22"
"48","Lose You","Drake","1649245","https://open.spotify.com/track/2Na0z2gfN67Rzf0vp74Wi3","2017-03-22"
"49","Dive","Ed Sheeran","1609164","https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls","2017-03-22"
"50","Ice Melts","Drake","1581589","https://open.spotify.com/track/7bJ4mu7MHa3rHiNyKjOoSl","2017-03-22"
"51","How Far I'll Go - From ""Moana""","Alessia Cara","1576935","https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN","2017-03-22"
"52","Starboy","The Weeknd","1547981","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-03-22"
"53","Solo Dance","Martin Jensen","1491536","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN","2017-03-22"
"54","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer","1491140","https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ","2017-03-22"
"55","SUBEME LA RADIO","Enrique Iglesias","1439694","https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn","2017-03-22"
"56","Since Way Back","Drake","1428342","https://open.spotify.com/track/5JUu0unA8VwhTZ9LkMWUVI","2017-03-22"
"57","Chantaje (feat. Maluma)","Shakira","1384310","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-03-22"
"58","Congratulations","Post Malone","1380334","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-03-22"
"59","New Man","Ed Sheeran","1375808","https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG","2017-03-22"
"60","Weak","AJR","1349037","https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv","2017-03-22"
"61","Bad and Boujee (feat. Lil Uzi Vert)","Migos","1304840","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-03-22"
"62","El Amante","Nicky Jam","1303004","https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs","2017-03-22"
"63","All Night","The Vamps","1302429","https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW","2017-03-22"
"64","All Time Low","Jon Bellion","1299763","https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m","2017-03-22"
"65","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","1289585","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-03-22"
"66","What Do I Know?","Ed Sheeran","1281770","https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92","2017-03-22"
"67","One Dance","Drake","1235648","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2017-03-22"
"68","Tunnel Vision","Kodak Black","1235616","https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4","2017-03-22"
"69","Let Me Love You","DJ Snake","1231459","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-03-22"
"70","Selfish (feat. Rihanna)","Future","1211666","https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA","2017-03-22"
"71","Bounce Back","Big Sean","1210965","https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF","2017-03-22"
"72","Location","Khalid","1183743","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2017-03-22"
"73","Me Rehúso","Danny Ocean","1180612","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-03-22"
"74","September Song","JP Cooper","1156645","https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI","2017-03-22"
