"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-04-22"
"Position","Track Name","Artist","Streams","URL","2017-04-22"
"1","Despacito - Remix","Luis Fonsi","5727933","https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb","2017-04-22"
"2","Shape of You","Ed Sheeran","5622571","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-04-22"
"3","HUMBLE.","Kendrick Lamar","5140519","https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS","2017-04-22"
"4","Something Just Like This","The Chainsmokers","3727966","https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW","2017-04-22"
"5","Mask Off","Future","3542997","https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8","2017-04-22"
"6","It Ain't Me (with Selena Gomez)","Kygo","3493795","https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe","2017-04-22"
"7","DNA.","Kendrick Lamar","3460711","https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj","2017-04-22"
"8","Passionfruit","Drake","3320802","https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd","2017-04-22"
"9","That's What I Like","Bruno Mars","3206176","https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU","2017-04-22"
"10","Despacito (Featuring Daddy Yankee)","Luis Fonsi","3169272","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-04-22"
"11","Stay (with Alessia Cara)","Zedd","3163732","https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g","2017-04-22"
"12","Symphony (feat. Zara Larsson)","Clean Bandit","3145542","https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8","2017-04-22"
"13","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo","2668413","https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF","2017-04-22"
"14","Galway Girl","Ed Sheeran","2501424","https://open.spotify.com/track/0afhq8XCExXpqazXczTSve","2017-04-22"
"15","Slide (feat. Frank Ocean & Migos)","Calvin Harris","2336068","https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl","2017-04-22"
"16","Scared to Be Lonely","Martin Garrix","2292895","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH","2017-04-22"
"17","Paris","The Chainsmokers","2257521","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-04-22"
"18","Issues","Julia Michaels","2249410","https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt","2017-04-22"
"19","LOYALTY. FEAT. RIHANNA.","Kendrick Lamar","2241295","https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n","2017-04-22"
"20","You Don't Know Me - Radio Edit","Jax Jones","2101696","https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY","2017-04-22"
"21","ELEMENT.","Kendrick Lamar","2073502","https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG","2017-04-22"
"22","Sign of the Times","Harry Styles","2017769","https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN","2017-04-22"
"23","XO TOUR Llif3","Lil Uzi Vert","2006441","https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq","2017-04-22"
"24","iSpy (feat. Lil Yachty)","KYLE","1974524","https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL","2017-04-22"
"25","LOVE. FEAT. ZACARI.","Kendrick Lamar","1898574","https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As","2017-04-22"
"26","SUBEME LA RADIO","Enrique Iglesias","1849629","https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn","2017-04-22"
"27","Cold","Maroon 5","1841868","https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k","2017-04-22"
"28","Believer","Imagine Dragons","1828508","https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6","2017-04-22"
"29","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","1824421","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-04-22"
"30","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","1787563","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-04-22"
"31","Me Rehúso","Danny Ocean","1699470","https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl","2017-04-22"
"32","Solo Dance","Martin Jensen","1683789","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN","2017-04-22"
"33","I Feel It Coming","The Weeknd","1636153","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-04-22"
"34","Call On Me - Ryan Riback Extended Remix","Starley","1632194","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-04-22"
"35","Good Life (with G-Eazy & Kehlani)","G-Eazy","1587985","https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E","2017-04-22"
"36","There's Nothing Holdin' Me Back","Shawn Mendes","1564946","https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu","2017-04-22"
"37","Congratulations","Post Malone","1561770","https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9","2017-04-22"
"38","Location","Khalid","1516152","https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif","2017-04-22"
"39","Chained To The Rhythm","Katy Perry","1503234","https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi","2017-04-22"
"40","Castle on the Hill","Ed Sheeran","1471654","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-04-22"
"41","Closer","The Chainsmokers","1463654","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-04-22"
"42","Portland","Drake","1455416","https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h","2017-04-22"
"43","XXX. FEAT. U2.","Kendrick Lamar","1451906","https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF","2017-04-22"
"44","YAH.","Kendrick Lamar","1414874","https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni","2017-04-22"
"45","The One","The Chainsmokers","1389332","https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5","2017-04-22"
"46","El Amante","Nicky Jam","1387643","https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs","2017-04-22"
"47","Green Light","Lorde","1358821","https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5","2017-04-22"
"48","Say You Won't Let Go","James Arthur","1308418","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-04-22"
"49","Lust for Life (with The Weeknd)","Lana Del Rey","1301623","https://open.spotify.com/track/5LYQSNHZxEA880URXFHg6h","2017-04-22"
"50","PRIDE.","Kendrick Lamar","1297474","https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg","2017-04-22"
"51","Chantaje (feat. Maluma)","Shakira","1296734","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-04-22"
"52","FEEL.","Kendrick Lamar","1281572","https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF","2017-04-22"
"53","Starboy","The Weeknd","1268153","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-04-22"
"54","Tunnel Vision","Kodak Black","1251426","https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4","2017-04-22"
"55","The Cure","Lady Gaga","1251404","https://open.spotify.com/track/51PIvodunv6NmX5250zxAh","2017-04-22"
"56","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer","1228135","https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ","2017-04-22"
"57","Now Or Never","Halsey","1211674","https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e","2017-04-22"
"58","LUST.","Kendrick Lamar","1202653","https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp","2017-04-22"
"59","Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version","Pitbull","1189196","https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez","2017-04-22"
"60","Weak","AJR","1180936","https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv","2017-04-22"
"61","Still Got Time","ZAYN","1170586","https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl","2017-04-22"
