"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-01-24"
"Position","Track Name","Artist","Streams","URL","2017-01-24"
"1","Shape of You","Ed Sheeran","7169081","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-01-24"
"2","Paris","The Chainsmokers","4003790","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-01-24"
"3","Castle on the Hill","Ed Sheeran","3577062","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-01-24"
"4","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","3322706","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-01-24"
"5","Starboy","The Weeknd","3199886","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-01-24"
"6","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","3145946","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-01-24"
"7","Say You Won't Let Go","James Arthur","2729388","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-01-24"
"8","Closer","The Chainsmokers","2685448","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-01-24"
"9","I Feel It Coming","The Weeknd","2580382","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-01-24"
"10","Don't Wanna Know","Maroon 5","2495624","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-01-24"
"11","Despacito (Featuring Daddy Yankee)","Luis Fonsi","2391906","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-01-24"
"12","Fake Love","Drake","2313787","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-01-24"
"13","Call On Me - Ryan Riback Extended Remix","Starley","2305020","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-01-24"
"14","Bad and Boujee (feat. Lil Uzi Vert)","Migos","2260016","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-01-24"
"15","Just Hold On","Steve Aoki","2163806","https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR","2017-01-24"
