"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-01-17"
"Position","Track Name","Artist","Streams","URL","2019-01-17"
"1","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","4859172","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-01-17"
"2","Wow.","Post Malone","4282515","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-01-17"
"3","Without Me","Halsey","3965101","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-01-17"
"4","thank u, next","Ariana Grande","3866610","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2019-01-17"
"5","Calma - Remix","Pedro Capó","3305208","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-01-17"
"6","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","3101630","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-01-17"
"7","Sweet but Psycho","Ava Max","3067026","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-01-17"
"8","Dancing With A Stranger (with Normani)","Sam Smith","2992867","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-01-17"
"9","MIA (feat. Drake)","Bad Bunny","2828453","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-01-17"
"10","High Hopes","Panic! At The Disco","2767025","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-01-17"
"11","Happier","Marshmello","2658481","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-01-17"
"12","SICKO MODE","Travis Scott","2593743","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2019-01-17"
"13","Going Bad (feat. Drake)","Meek Mill","2574826","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-01-17"
"14","Lost in the Fire","Gesaffelstein","2525863","https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG","2019-01-17"
"15","Adan y Eva","Paulo Londra","2488705","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2019-01-17"
"16","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2415014","https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z","2019-01-17"
"17","Shallow","Lady Gaga","2388884","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-01-17"
"18","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","2110557","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2019-01-17"
"19","Eastside (with Halsey & Khalid)","benny blanco","2077776","https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU","2019-01-17"
"20","Saturday Nights","Khalid","2074122","https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8","2019-01-17"
"21","Mo Bamba","Sheck Wes","2014313","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2019-01-17"
"22","Look Back At It","A Boogie Wit da Hoodie","1985916","https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8","2019-01-17"
"23","when the party's over","Billie Eilish","1944064","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2019-01-17"
"24","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1922644","https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA","2019-01-17"
"25","Better Now","Post Malone","1849303","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2019-01-17"
"26","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","1811968","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2019-01-17"
"27","Giant (with Rag'n'Bone Man)","Calvin Harris","1810933","https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd","2019-01-17"
"28","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","1772876","https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF","2019-01-17"
"29","Girls Like You (feat. Cardi B)","Maroon 5","1750605","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2019-01-17"
"30","Be Alright","Dean Lewis","1727009","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2019-01-17"
"31","Better","Khalid","1699740","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2019-01-17"
"32","SAD!","XXXTENTACION","1689040","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2019-01-17"
"33","Ella Quiere Beber - Remix","Anuel Aa","1623027","https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq","2019-01-17"
