"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2017-02-07"
"Position","Track Name","Artist","Streams","URL","2017-02-07"
"1","Shape of You","Ed Sheeran","7458487","https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3","2017-02-07"
"2","Paris","The Chainsmokers","4009158","https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG","2017-02-07"
"3","I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN","3826728","https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0","2017-02-07"
"4","Despacito (Featuring Daddy Yankee)","Luis Fonsi","3767920","https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2","2017-02-07"
"5","Castle on the Hill","Ed Sheeran","3171754","https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT","2017-02-07"
"6","Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","3084627","https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW","2017-02-07"
"7","Scared to Be Lonely","Martin Garrix","2770680","https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH","2017-02-07"
"8","Say You Won't Let Go","James Arthur","2704842","https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh","2017-02-07"
"9","Starboy","The Weeknd","2585830","https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z","2017-02-07"
"10","Closer","The Chainsmokers","2474521","https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw","2017-02-07"
"11","I Feel It Coming","The Weeknd","2446005","https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt","2017-02-07"
"12","Bad and Boujee (feat. Lil Uzi Vert)","Migos","2418608","https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR","2017-02-07"
"13","Call On Me - Ryan Riback Extended Remix","Starley","2359040","https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde","2017-02-07"
"14","Don't Wanna Know","Maroon 5","2293131","https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r","2017-02-07"
"15","Chantaje (feat. Maluma)","Shakira","2241192","https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg","2017-02-07"
"16","Bad Things (with Camila Cabello)","Machine Gun Kelly","2055014","https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj","2017-02-07"
"17","Just Hold On","Steve Aoki","2036395","https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR","2017-02-07"
"18","Issues","Julia Michaels","1961432","https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt","2017-02-07"
"19","How Far I'll Go - From ""Moana""","Alessia Cara","1891385","https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN","2017-02-07"
"20","Fake Love","Drake","1868448","https://open.spotify.com/track/343YBumqHu19cGoGARUTsd","2017-02-07"
"21","Bounce Back","Big Sean","1843596","https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF","2017-02-07"
"22","Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer","1816714","https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ","2017-02-07"
"23","Let Me Love You","DJ Snake","1765404","https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m","2017-02-07"
"24","24K Magic","Bruno Mars","1760564","https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P","2017-02-07"
"25","All Night","The Vamps","1709065","https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW","2017-02-07"
"26","Solo Dance","Martin Jensen","1622060","https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN","2017-02-07"
"27","One Dance","Drake","1555077","https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3","2017-02-07"
