"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2019-03-14"
"Position","Track Name","Artist","Streams","URL","2019-03-14"
"1","7 rings","Ariana Grande","4868236","https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF","2019-03-14"
"2","Sucker","Jonas Brothers","4200112","https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO","2019-03-14"
"3","Con Calma","Daddy Yankee","4107670","https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m","2019-03-14"
"4","Wow.","Post Malone","3606383","https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP","2019-03-14"
"5","break up with your girlfriend, i'm bored","Ariana Grande","3526607","https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS","2019-03-14"
"6","Shallow","Lady Gaga","3512415","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2019-03-14"
"7","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3288001","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2019-03-14"
"8","Dancing With A Stranger (with Normani)","Sam Smith","2728886","https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki","2019-03-14"
"9","MIDDLE CHILD","J. Cole","2605907","https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8","2019-03-14"
"10","Calma - Remix","Pedro Capó","2517070","https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4","2019-03-14"
"11","Secreto","Anuel Aa","2512265","https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0","2019-03-14"
"12","Happier","Marshmello","2502595","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2019-03-14"
"13","Sweet but Psycho","Ava Max","2501402","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2019-03-14"
"14","Without Me","Halsey","2475760","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2019-03-14"
"15","bury a friend","Billie Eilish","2383483","https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP","2019-03-14"
"16","thank u, next","Ariana Grande","2345260","https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ","2019-03-14"
"17","Baila Baila Baila","Ozuna","2290529","https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG","2019-03-14"
"18","i'm so tired...","Lauv","2249934","https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI","2019-03-14"
"19","wish you were gay","Billie Eilish","2211579","https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS","2019-03-14"
"20","Murder On My Mind","YNW Melly","2197949","https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC","2019-03-14"
"21","Robbery","Juice WRLD","2134353","https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ","2019-03-14"
"22","I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)","benny blanco","2114852","https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt","2019-03-14"
"23","Talk","Khalid","2111145","https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM","2019-03-14"
"24","Don't Call Me Up","Mabel","2092504","https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8","2019-03-14"
"25","Going Bad (feat. Drake)","Meek Mill","2050018","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2019-03-14"
"26","Giant (with Rag'n'Bone Man)","Calvin Harris","2030927","https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd","2019-03-14"
"27","Fast","Juice WRLD","2006877","https://open.spotify.com/track/6MjNilJCVKJq0LfFvo5jWJ","2019-03-14"
"28","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","1926259","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2019-03-14"
"29","Please Me","Cardi B","1914509","https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN","2019-03-14"
"30","Here With Me","Marshmello","1866383","https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac","2019-03-14"
"31","MIA (feat. Drake)","Bad Bunny","1828874","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2019-03-14"
"32","High Hopes","Panic! At The Disco","1809977","https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom","2019-03-14"
"33","My Bad","Khalid","1704805","https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5","2019-03-14"
"34","Let Me Down Slowly","Alec Benjamin","1683816","https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d","2019-03-14"
"35","Adan y Eva","Paulo Londra","1683085","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2019-03-14"
"36","SICKO MODE","Travis Scott","1668759","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2019-03-14"
"37","Bohemian Rhapsody - Remastered 2011","Queen","1659924","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2019-03-14"
"38","Pure Water (with Migos)","Mustard","1639708","https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp","2019-03-14"
"39","Look Back At It","A Boogie Wit da Hoodie","1639026","https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8","2019-03-14"
"40","HP","Maluma","1613088","https://open.spotify.com/track/31UjYv5vLsDkzchJOtUMtW","2019-03-14"
"41","Eastside (with Halsey & Khalid)","benny blanco","1566476","https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU","2019-03-14"
"42","Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie","1546874","https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6","2019-03-14"
"43","Desconocidos","Mau y Ricky","1515131","https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ","2019-03-14"
"44","Who Do You Love","The Chainsmokers","1505824","https://open.spotify.com/track/11cDEev79fPKi6uJCjUhu8","2019-03-14"
"45","Thotiana","Blueface","1493356","https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G","2019-03-14"
"46","Better Now","Post Malone","1469418","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2019-03-14"
"47","ZEZE (feat. Travis Scott & Offset)","Kodak Black","1454598","https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z","2019-03-14"
"48","a lot","21 Savage","1446813","https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d","2019-03-14"
"49","Be Alright","Dean Lewis","1374295","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2019-03-14"
"50","Te Vi","Piso 21","1369627","https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd","2019-03-14"
"51","when the party's over","Billie Eilish","1354724","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2019-03-14"
"52","Ella Quiere Beber - Remix","Anuel Aa","1353424","https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw","2019-03-14"
"53","Last Hurrah","Bebe Rexha","1351419","https://open.spotify.com/track/0i0wnv9UoFdZ5MfuFGQzMy","2019-03-14"
"54","Un Año","Sebastian Yatra","1350902","https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp","2019-03-14"
"55","Pa Mí - Remix","Dalex","1332083","https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH","2019-03-14"
"56","Girls Like You (feat. Cardi B)","Maroon 5","1328531","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2019-03-14"
"57","lovely","Billie Eilish","1328181","https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf","2019-03-14"
"58","Amanece","Anuel Aa","1311156","https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH","2019-03-14"
"59","Someone You Loved","Lewis Capaldi","1293892","https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc","2019-03-14"
"60","Lucid Dreams","Juice WRLD","1268540","https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR","2019-03-14"
"61","Better","Khalid","1261997","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2019-03-14"
"62","rockstar (feat. 21 Savage)","Post Malone","1259764","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2019-03-14"
"63","Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding","1259520","https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA","2019-03-14"
"64","Hear Me Calling","Juice WRLD","1222491","https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk","2019-03-14"
"65","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1204134","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2019-03-14"
"66","SAD!","XXXTENTACION","1199579","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2019-03-14"
"67","Always Remember Us This Way","Lady Gaga","1180907","https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk","2019-03-14"
"68","Mixed Personalities (feat. Kanye West)","YNW Melly","1174717","https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL","2019-03-14"
"69","Wake Up in the Sky","Gucci Mane","1133126","https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud","2019-03-14"
"70","Numb Numb Juice","ScHoolboy Q","1126836","https://open.spotify.com/track/4dTiQezDWmEOWcdCbWVWMp","2019-03-14"
"71","Saturday Nights","Khalid","1126005","https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8","2019-03-14"
"72","Youngblood","5 Seconds of Summer","1122906","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2019-03-14"
"73","Mo Bamba","Sheck Wes","1110826","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2019-03-14"
"74","Nights Like This (feat. Ty Dolla $ign)","Kehlani","1089110","https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy","2019-03-14"
"75","Moonlight","XXXTENTACION","1080221","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2019-03-14"
"76","Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson","1071925","https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF","2019-03-14"
"77","Esclavo de Tus Besos","Manuel Turizo","1058719","https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX","2019-03-14"
