"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-05-14"
"Position","Track Name","Artist","Streams","URL","2018-05-14"
"1","This Is America","Childish Gambino","5040897","https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9","2018-05-14"
"2","Better Now","Post Malone","4658844","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-05-14"
"3","One Kiss (with Dua Lipa)","Calvin Harris","4105457","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-05-14"
"4","Nice For What","Drake","4049291","https://open.spotify.com/track/1cTZMwcBJT0Ka3UJPXOeeN","2018-05-14"
"5","no tears left to cry","Ariana Grande","3578250","https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9","2018-05-14"
"6","God's Plan","Drake","3466755","https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY","2018-05-14"
"7","Psycho (feat. Ty Dolla $ign)","Post Malone","3410099","https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C","2018-05-14"
"8","FRIENDS","Marshmello","2957471","https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G","2018-05-14"
"9","X","Nicky Jam","2713042","https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA","2018-05-14"
"10","I Like It","Cardi B","2661309","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-05-14"
"11","rockstar (feat. 21 Savage)","Post Malone","2526024","https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt","2018-05-14"
"12","Te Boté - Remix","Nio Garcia","2520055","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-05-14"
"13","The Middle","Zedd","2451606","https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m","2018-05-14"
"14","Freaky Friday (feat. Chris Brown)","Lil Dicky","2247821","https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ","2018-05-14"
"15","Paranoid","Post Malone","2218287","https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq","2018-05-14"
"16","Love Lies (with Normani)","Khalid","2215557","https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk","2018-05-14"
"17","Call Out My Name","The Weeknd","2091010","https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N","2018-05-14"
"18","Look Alive (feat. Drake)","BlocBoy JB","2021539","https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL","2018-05-14"
"19","Nevermind","Dennis Lloyd","2005829","https://open.spotify.com/track/63SevszngYpZOwf63o61K4","2018-05-14"
"20","Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez","1948789","https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW","2018-05-14"
"21","IDGAF","Dua Lipa","1915297","https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr","2018-05-14"
"22","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","1885872","https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x","2018-05-14"
"23","OTW","Khalid","1818577","https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI","2018-05-14"
"24","Flames","David Guetta","1790188","https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV","2018-05-14"
"25","Stay","Post Malone","1739296","https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc","2018-05-14"
"26","Spoil My Night (feat. Swae Lee)","Post Malone","1707910","https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv","2018-05-14"
"27","In My Blood","Shawn Mendes","1698365","https://open.spotify.com/track/79jX8RM5CgPqDKdGEKNW9K","2018-05-14"
"28","SAD!","XXXTENTACION","1679274","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-05-14"
"29","Remind Me to Forget","Kygo","1674239","https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80","2018-05-14"
"30","Youth (feat. Khalid)","Shawn Mendes","1597331","https://open.spotify.com/track/3Wf2YGdYT8xVdNsQSoRKk9","2018-05-14"
"31","Rich & Sad","Post Malone","1589400","https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc","2018-05-14"
"32","Ball For Me (feat. Nicki Minaj)","Post Malone","1587532","https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa","2018-05-14"
"33","All The Stars (with SZA)","Kendrick Lamar","1573319","https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s","2018-05-14"
"34","Youngblood","5 Seconds of Summer","1571642","https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw","2018-05-14"
"35","Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","1561299","https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn","2018-05-14"
"36","Me Niego","Reik","1556787","https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T","2018-05-14"
"37","Playinwitme (feat. Kehlani)","KYLE","1505513","https://open.spotify.com/track/43cFjTTCD9Cni4aSL0sORz","2018-05-14"
"38","Mine","Bazzi","1489566","https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR","2018-05-14"
"39","Walk It Talk It","Migos","1449179","https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP","2018-05-14"
"40","Plug Walk","Rich The Kid","1435015","https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ","2018-05-14"
"41","Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott","1434109","https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN","2018-05-14"
"42","Havana (feat. Young Thug)","Camila Cabello","1423643","https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W","2018-05-14"
"43","2002","Anne-Marie","1393646","https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB","2018-05-14"
"44","Candy Paint","Post Malone","1364449","https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC","2018-05-14"
"45","KOD","J. Cole","1353852","https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI","2018-05-14"
