"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-09-29"
"Position","Track Name","Artist","Streams","URL","2018-09-29"
"1","I Love It (& Lil Pump)","Kanye West","4325269","https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ","2018-09-29"
"2","Mona Lisa (feat. Kendrick Lamar)","Lil Wayne","4317837","https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8","2018-09-29"
"3","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","3953559","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-09-29"
"4","Happier","Marshmello","3564177","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-09-29"
"5","Don't Cry (feat. XXXTENTACION)","Lil Wayne","3457120","https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne","2018-09-29"
"6","Falling Down - Bonus Track","Lil Peep","3385255","https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q","2018-09-29"
"7","In My Feelings","Drake","3060304","https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ","2018-09-29"
"8","Promises (with Sam Smith)","Calvin Harris","3055718","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-09-29"
"9","In My Mind","Dynoro","3045253","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-09-29"
"10","Eastside (with Halsey & Khalid)","benny blanco","2966530","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-09-29"
"11","Let It Fly (feat. Travis Scott)","Lil Wayne","2784809","https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h","2018-09-29"
"12","Uproar","Lil Wayne","2570114","https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk","2018-09-29"
"13","SICKO MODE","Travis Scott","2516407","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-09-29"
"14","Lucid Dreams","Juice WRLD","2442491","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-09-29"
"15","Dedicate","Lil Wayne","2425180","https://open.spotify.com/track/0Y7di9ZCmB6Elad5WISaPc","2018-09-29"
"16","Lucky You (feat. Joyner Lucas)","Eminem","2395600","https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0","2018-09-29"
"17","Girls Like You (feat. Cardi B)","Maroon 5","2364471","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-09-29"
"18","Electricity (with Dua Lipa)","Silk City","2322404","https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk","2018-09-29"
"19","What About Me (feat. Sosamann)","Lil Wayne","2313346","https://open.spotify.com/track/3JX0dOCIAiaR8MP3ryXWuM","2018-09-29"
"20","Better","Khalid","2259387","https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J","2018-09-29"
"21","Can't Be Broken","Lil Wayne","2245105","https://open.spotify.com/track/5cGpjfgAvidLy6znwkCxkP","2018-09-29"
"22","FEFE (feat. Nicki Minaj & Murda Beatz)","6ix9ine","2223584","https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB","2018-09-29"
