"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-07-10"
"Position","Track Name","Artist","Streams","URL","2018-07-10"
"1","In My Feelings","Drake","7190081","https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns","2018-07-10"
"2","Don’t Matter To Me","Drake","4820967","https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB","2018-07-10"
"3","SAD!","XXXTENTACION","4053482","https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2","2018-07-10"
"4","Girls Like You (feat. Cardi B)","Maroon 5","3861560","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-07-10"
"5","Nonstop","Drake","3853386","https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX","2018-07-10"
"6","Lucid Dreams","Juice WRLD","3736847","https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc","2018-07-10"
"7","I Like It","Cardi B","3680816","https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z","2018-07-10"
"8","One Kiss (with Dua Lipa)","Calvin Harris","3425818","https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6","2018-07-10"
"9","Better Now","Post Malone","3393027","https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK","2018-07-10"
"10","Solo (feat. Demi Lovato)","Clean Bandit","3285249","https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6","2018-07-10"
"11","Taste (feat. Offset)","Tyga","3025587","https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy","2018-07-10"
"12","Nice For What","Drake","2818110","https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX","2018-07-10"
"13","God's Plan","Drake","2807346","https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9","2018-07-10"
"14","Jackie Chan","Tiësto","2709334","https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp","2018-07-10"
"15","Moonlight","XXXTENTACION","2694359","https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL","2018-07-10"
"16","Youngblood","5 Seconds of Summer","2693530","https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE","2018-07-10"
"17","Ocean (feat. Khalid)","Martin Garrix","2628316","https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS","2018-07-10"
"18","Back To You","Selena Gomez","2503301","https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9","2018-07-10"
"19","Te Boté - Remix","Nio Garcia","2465247","https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i","2018-07-10"
"20","I'm Upset","Drake","2377568","https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1","2018-07-10"
