"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-11-14"
"Position","Track Name","Artist","Streams","URL","2018-11-14"
"1","thank u, next","Ariana Grande","7776490","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2018-11-14"
"2","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","4869446","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-11-14"
"3","MIA (feat. Drake)","Bad Bunny","3654037","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-11-14"
"4","Happier","Marshmello","3294886","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-11-14"
"5","Without Me","Halsey","3267059","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-11-14"
"6","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3147718","https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8","2018-11-14"
"7","Shallow","Lady Gaga","3001880","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-11-14"
"8","SICKO MODE","Travis Scott","2966937","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-11-14"
"9","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","2859003","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2018-11-14"
"10","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2798324","https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA","2018-11-14"
"11","BAD!","XXXTENTACION","2677471","https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T","2018-11-14"
"12","Bohemian Rhapsody - Remastered 2011","Queen","2661099","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2018-11-14"
"13","Mo Bamba","Sheck Wes","2462029","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-11-14"
"14","when the party's over","Billie Eilish","2390699","https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI","2018-11-14"
"15","Better","Khalid","2266360","https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ","2018-11-14"
"16","Sweet but Psycho","Ava Max","2193077","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2018-11-14"
"17","Bad Liar","Imagine Dragons","2184829","https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3","2018-11-14"
"18","Eastside (with Halsey & Khalid)","benny blanco","2060939","https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao","2018-11-14"
"19","Girls Like You (feat. Cardi B)","Maroon 5","2045457","https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8","2018-11-14"
"20","Falling Down - Bonus Track","Lil Peep","2042585","https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9","2018-11-14"
"21","Lucid Dreams","Juice WRLD","2018499","https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf","2018-11-14"
"22","Be Alright","Dean Lewis","2015258","https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm","2018-11-14"
"23","In My Mind","Dynoro","1948565","https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33","2018-11-14"
"24","Natural","Imagine Dragons","1929121","https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT","2018-11-14"
"25","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","1926370","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2018-11-14"
"26","Promises (with Sam Smith)","Calvin Harris","1895889","https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg","2018-11-14"
"27","Kiss and Make Up","Dua Lipa","1863090","https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3","2018-11-14"
