"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-12-13"
"Position","Track Name","Artist","Streams","URL","2018-12-13"
"1","thank u, next","Ariana Grande","5701102","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2018-12-13"
"2","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","3670143","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-12-13"
"3","Without Me","Halsey","3341066","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-12-13"
"4","All I Want for Christmas Is You","Mariah Carey","3320934","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn","2018-12-13"
"5","MIA (feat. Drake)","Bad Bunny","2946389","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-12-13"
"6","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","2936150","https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8","2018-12-13"
"7","SICKO MODE","Travis Scott","2741427","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-12-13"
"8","Happier","Marshmello","2612543","https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99","2018-12-13"
"9","Going Bad (feat. Drake)","Meek Mill","2575555","https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc","2018-12-13"
"10","Last Christmas","Wham!","2573964","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78","2018-12-13"
"11","ZEZE (feat. Travis Scott & Offset)","Kodak Black","2557961","https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA","2018-12-13"
"12","Sweet but Psycho","Ava Max","2370928","https://open.spotify.com/track/25sgk305KZfyuqVBQIahim","2018-12-13"
"13","Adan y Eva","Paulo Londra","2306354","https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk","2018-12-13"
"14","Shallow","Lady Gaga","2138485","https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B","2018-12-13"
"15","Santa Tell Me","Ariana Grande","2131875","https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb","2018-12-13"
"16","Drip Too Hard (Lil Baby & Gunna)","Lil Baby","2079216","https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE","2018-12-13"
"17","Mo Bamba","Sheck Wes","2044489","https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr","2018-12-13"
"18","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION","2019534","https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh","2018-12-13"
"19","whoa (mind in awe)","XXXTENTACION","1940883","https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa","2018-12-13"
"20","Bohemian Rhapsody - Remastered 2011","Queen","1933301","https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J","2018-12-13"
