"","","","Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.","","2018-12-22"
"Position","Track Name","Artist","Streams","URL","2018-12-22"
"1","All I Want for Christmas Is You","Mariah Carey","5535926","https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn","2018-12-22"
"2","thank u, next","Ariana Grande","4794909","https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH","2018-12-22"
"3","Last Christmas","Wham!","4485467","https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78","2018-12-22"
"4","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake","3967098","https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM","2018-12-22"
"5","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","3746850","https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P","2018-12-22"
"6","Santa Tell Me","Ariana Grande","3729267","https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb","2018-12-22"
"7","It's Beginning to Look a Lot Like Christmas","Michael Bublé","3290129","https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI","2018-12-22"
"8","Without Me","Halsey","3223017","https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C","2018-12-22"
"9","Rockin' Around The Christmas Tree","Brenda Lee","3051587","https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97","2018-12-22"
"10","Jingle Bell Rock","Bobby Helms","2988696","https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya","2018-12-22"
"11","MIA (feat. Drake)","Bad Bunny","2967109","https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO","2018-12-22"
"12","It's the Most Wonderful Time of the Year","Andy Williams","2892239","https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN","2018-12-22"
"13","Do They Know It's Christmas? - 1984 Version","Band Aid","2875339","https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf","2018-12-22"
"14","SICKO MODE","Travis Scott","2807838","https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h","2018-12-22"
